指標名,ギャラリー,,,,,,
出典,Tokyo Art Beat（ギャラリー）,,,,,,
年次,2021/2/08取得,,,,,,
URL,http://www.tokyoartbeat.com/venues/Gallery,,,,,,
備考,（2019年度：520件、2020年度：577件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ウェブサイト
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２３－２原宿テラス１０１,35.669215,139.709587,表参道 Overland Gallery,http://www.overlandhair.com/gallery/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－３１－１８,35.672538,139.708446,ペーターズ・ショップ・アンド・ギャラリー,http://www.paters.co.jp/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－４６－１４,35.664091,139.708259,Paul Smith SPACE Gallery,https://www.paulsmith.co.jp/stories
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１４－５Ｃａｂｉｎａ表参道１Ｆ,35.667718,139.710322,ピクトリコ ショップ&ギャラリー表参道,http://www.pictorico.jp/shop/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－４９－５Ｒハウス,35.663337,139.709466,ピンポイントギャラリー,http://www.pinpointgallery.com/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－３－２４,35.674011,139.712767,Popularity GALLERY & STUDIO,https://www.popularity.co.jp/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－３２－７近藤ビル１Ｆ,35.667609,139.704161,Printed Union,http://www.printed-union.com
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－３３－１２ビラビアンカ５０１,35.673508,139.70809,PROJECT 501,http://project501.tokyo
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－３９－１２,35.664215,139.706449,Raum 1F,http://www.raum1f.jp/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１２－１０表参道ヒルズ同潤館３Ｆ,35.666859,139.709488,ROCKET,http://omotesando-rocket.tumblr.com/
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－１２－６ドヒビル１Ｆ,35.669333,139.70466,SORAMA GALLERY,http://sorama.tokyo/gallery/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－２１－６大崎ビル３Ｆ,35.670353,139.707878,THE blank GALLERY,http://www.the-blank-gallery.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－２１－２,35.665197,139.705277,THE SECRET MUSEUM,http://thesecretmuseum.tokyo/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－４２－５サイオンビル１Ｆ,35.670917,139.713773,トキ・アートスペース,http://tokiart.life.coocan.jp/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－５３－７０ＵＮハウス,35.662984,139.70546,UNギャラリー,-
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－１－３,35.674152,139.707167,UltraSuperNew Gallery,http://gallery.ultrasupernew.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－３６－６ケーリーマンション２Ｃ,35.664264,139.705978,UTRECHT / NOW IDeA,https://utrecht.jp/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－２０－１３,35.669939,139.708019,VACANT,http://www.vacant.vc/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－１３－８アビターレ神宮前Ｂ－３,35.67468,139.712114,VIGLOWA,https://www.viglowa.co.jp/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２６－２８ＪＵＮＫＹＡＲＤ３Ｆ,35.669036,139.707718,WAG Gallery,http://www.wag-gallery.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－５１－１フィットネスプラザ,35.663168,139.709132,康ギャラリー,http://www.yasugallery.com
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－１０－１，３Ｆ,35.667454,139.706854,ac Salon,-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－３３－１４神宮ハイツ３０１／３０２,35.668105,139.704101,Art Space AM,http://am-project.jp/
渋谷区,代々木３丁目,-,東京都渋谷区代々木３－２９－５,35.684533,139.69355,ギャラリーきらり,http://www.kirari-net.com
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂１－１６－３渋谷センタープレイス１Ｆ,35.656841,139.6982,サノウラボプラス,-
渋谷区,西原３丁目,-,東京都渋谷区西原３－２３－４コート代々木上原１０２,35.670435,139.683446,20202（ツーオーツーオーツー）,http://www.shinrin20202.jp/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－１７－３渋谷アイビスビルＢ１Ｆ,35.659216,139.704712,AISHO MIURA ARTS（アイショウミウラアーツ）,http://aishomiura.com/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－５－９パル青山ビル４／５Ｆ,35.659497,139.708083,青山ハウススタジオ & aoyama401,-
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－１７－３渋谷アイビスビルＢ１Ｆ,35.659216,139.704712,アトランティコ ギャラリー SHIBUYA,http://artlantico.exblog.jp/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂２－２４－１,35.660761,139.695675,Bunkamura Box Gallery,http://www.bunkamura.co.jp/gallery/exhibition/index.html#box
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂２－２４－１,35.660761,139.695675,Bunkamura ギャラリー,http://www.bunkamura.co.jp/gallery/exhibition/inde...
渋谷区,元代々木町,-,東京都渋谷区元代々木町５５－６,35.673437,139.687484,CASE GALLERY,http://casedepon.tumblr.com/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－１７－３渋谷アイビスビルＢ１Ｆ,35.659216,139.704712,CASE TOKYO,https://case-publishing.jp/jp/exhibitions/tokyo
渋谷区,東１丁目,-,東京都渋谷区東１－２９－３ＳＨＩＢＵＹＡＢＲＩＤＧＥＢ棟１Ｆ,35.653348,139.707113,CONNECT,https://www.instagram.com/cnct_space/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２３－１６ｃｏｃｏｔｉＢ１Ｆ,35.662449,139.702785,DIESEL ART GALLERY,http://www.diesel.co.jp/art/
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町１１－３,35.652044,139.702103,FACTOTUM Gallery,http://factotum.jp/
渋谷区,神南１丁目,-,東京都渋谷区神南１－９－７丸栄ビル旧館１Ｆ,35.664544,139.701528,ファイアストリートギャラリー,-
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷３－１２－１４,35.678002,139.704819,GA gallery,http://www.ga-ada.co.jp/japanese/ga_gallery/galler...
渋谷区,桜丘町,-,東京都渋谷区桜丘町２６－１セルリアンタワーＢ２Ｆ,35.656137,139.699287,GMO Gallery,http://gallery.gmo.jp/
渋谷区,松涛１丁目,-,東京都渋谷区松濤１－２６－２３,35.659274,139.693521,ギャラリエ アンドウ,http://www.ando-tokyo.jp/
渋谷区,宇田川町,-,東京都渋谷区宇田川町４－９くれたけビル１Ｆ宇宙百貨内,35.66248,139.697709,ギャラリー ART WAD'S,-
渋谷区,西原１丁目,-,東京都渋谷区西原１－１８－７,35.675458,139.678346,gallery commune,http://www.ccommunee.com/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３－１６－３髙桑ビル３Ｆ〜６Ｆ,35.656167,139.705149,ギャラリー・ルデコ,http://www.ledeco.net/
渋谷区,松涛２丁目,-,東京都渋谷区松涛２－１１－１,35.659581,139.69038,ギャラリー TOM,http://www.gallerytom.co.jp/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３－５－５ＨＡＫＫＡビル４Ｆ,35.657261,139.705905,gallery trim.,-
渋谷区,宇田川町,-,東京都渋谷区宇田川町１５－１渋谷パルコＢ１Ｆ,35.662048,139.698777,GALLERY X,https://art.parco.jp/galleryx/
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷３－６２－１,35.673207,139.704202,K. S. GALLERY Harajuku,http://www.hpi-j.co.jp/~ksg/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－３２－５ドルミ原宿２０１号,35.667813,139.7044,L'illustre Galerie LE MONDE（ル・モンド）,https://www.galerielemonde.com/
渋谷区,大山町,-,東京都渋谷区大山町３６－１８,35.668639,139.675904,MDS ギャラリー (MDS｜G),-
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町１５－１０ロイヤルパレス渋谷１０４,35.654098,139.70083,ミームマシンギャラリー,-
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－１７－３渋谷アイビスビルＢ２Ｆ,35.659216,139.704712,NANZUKA,http://www.nug.jp
渋谷区,宇田川町,-,東京都渋谷区宇田川町１５－１渋谷パルコ２Ｆ,35.662048,139.698777,NANZUKA 2G,https://nug.jp/ja
渋谷区,上原２丁目,-,東京都渋谷区上原２－２９－１３,35.663742,139.681576,No.12 gallery,http://no12gallery.com/
渋谷区,宇田川町,-,東京都渋谷区宇田川町１５－１渋谷ＰＡＲＣＯ２Ｆ,35.662048,139.698777,OIL by 美術手帖,https://oil-gallery.bijutsutecho.com/
渋谷区,宇田川町,-,東京都渋谷区宇田川町１５－１渋谷パルコパート１６Ｆ,35.662048,139.698777,P/I GALLERY（パブリックイメージギャラリー）,http://pi-gallery.jp
渋谷区,宇田川町,-,東京都渋谷区宇田川町１５－１,35.662117,139.698939,Parco Delfonics Gallery,-
渋谷区,西原２丁目,-,東京都渋谷区西原２－２６－５パールマンション１０２,35.674711,139.678725,パールブックショップ&ギャラリー,https://www.facebook.com/888books
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂２－２６－１８朝香ビル１０３,35.659964,139.69718,ポスターハリスギャラリー,http://posterharis.com/
渋谷区,桜丘町,-,東京都渋谷区桜丘町１５－８高木ビル４１２号室,35.655978,139.701807,Room_412,http://room412.jp
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－２０－１０ＲＡＹＡＲＤＭＩＹＡＳＨＩＴＡＰＡＲＫＳｏｕｔｈ３Ｆ,35.662768,139.701684,SAI,http://www.saiart.jp/
渋谷区,宇田川町,-,東京都渋谷区宇田川町２１－１西武百貨店渋谷店Ｂ館８Ｆ,35.660791,139.70029,西武百貨店 渋谷店 美術画廊,https://www.sogo-seibu.jp/shibuya/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－２１－１渋谷ヒカリエ８Ｆ,35.659104,139.703742,渋谷ヒカリエ 8/ COURT,http://www.hikarie8.com/court/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－２１－１渋谷ヒカリエ８Ｆ,35.659104,139.703742,"渋谷ヒカリエ 8/ CUBE 1, 2, 3",http://www.hikarie8.com/cube/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－２１－１渋谷ヒカリエ８Ｆ,35.659104,139.703742,渋谷ヒカリエ 8/ d47 MUSEUM,http://www.hikarie8.com/d47museum/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－１６－１４メトロプラザ１Ｆ,35.661511,139.702639,しぶや黒田陶苑,https://www.kurodatoen.co.jp/
渋谷区,代々木４丁目,-,東京都渋谷区代々木４－２０－４,35.679564,139.691287,Shop and Gallery Tray,http://www.tray.jp
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷２－９－１,35.676054,139.709387,SLOPE GALLERY,http://www.buenobooks.com/slopegallery/
渋谷区,西原３丁目,-,東京都渋谷区西原３－１７－８ｄｉｇｂｌｄｇ．３Ｆ,35.670109,139.68045,SPACE8,-
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－６－９２Ｆ,35.660253,139.708026,SUIFUL,-
渋谷区,東２丁目,-,東京都渋谷区東２－２３－８,35.653058,139.70854,東京アーツギャラリー,http://www.tokyoartsgallery.com/
渋谷区,神南１丁目,-,東京都渋谷区神南１－１９－８渋谷区立勤労福祉会館１Ｆ,35.66251,139.699633,東京都渋谷公園通りギャラリー,http://inclusion-art.jp/
渋谷区,宇田川町,-,東京都渋谷区宇田川町３７－１８トツネビル１Ｆ,35.662855,139.694827,アップリンク・ギャラリー,https://shibuya.uplink.co.jp/gallery
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷１－８－５後藤ビル１Ｆ,35.668825,139.690679,WDI. Gallery,http://liftbystudy.com/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西１－３１－１２ＦＬＥＧ２Ｆ,35.647,139.704043,(g) Good Design Company ((g)),http://www.gooddesigncompany.com
渋谷区,元代々木町,-,東京都渋谷区恵比寿南３－７－１７１Ｆ,35.673437,139.687484,AL,http://www.al-tokyo.jp
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南１－２２－３,35.643321,139.711571,America-Bashi Gallery (ABG),http://AmericaBashiGallery.com/
渋谷区,猿楽町,-,東京都渋谷区猿楽町２９－１８ヒルサイドテラスＡ棟,35.647405,139.701461,アートフロントギャラリー,http://www.artfrontgallery.com/
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿２－１６－８大串ビル１Ｆ,35.64685,139.718977,CAGE GALLERY,http://cagegallery.com/
渋谷区,猿楽町,-,東京都渋谷区猿楽町１６－１５,35.649569,139.700191,DAIKANYAMA T-SITE GARDEN GALLERY,https://store.tsite.jp/daikanyama/
渋谷区,代官山町,-,東京都渋谷区代官山町１４－１０,35.650089,139.70431,Ema Daikanyama,http://www.ema-daikanyama.com
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西１－３３－３光雲閣１１０号室,35.647378,139.704101,Fm（エフマイナー）,https://twitter.com/galleryfmtokyo
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿４－１０－１８２Ｆ,35.648145,139.707104,Galerie Malle（ギャラリーまぁる）,http://galeriemalle.jp/
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿２－３－６,35.647947,139.718277,ギャラリードゥポワソン,http://www.deuxpoissons.com
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西２－４－６佐々木ビル１Ｆ,35.650938,139.707472,ギャラリーガングリオン,-
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南２－８－１３キョウデンビル２Ｆ,35.644646,139.708729,ギャラリー ここ,-
渋谷区,猿楽町,-,東京都渋谷区猿楽町４－３鈴円代官山ビル１Ｆ,35.651996,139.704191,Gallery LELE,-
渋谷区,代官山町,-,東京都渋谷区代官山町１３－８キャッスルマンション１１３,35.650424,139.704899,Gallery 子の星,http://www.nenohoshi.com/
渋谷区,猿楽町,-,東京都渋谷区猿楽町１８－８ヒルサイドテラスＦ棟１Ｆ,35.64859,139.700511,gallery ON THE HILL,https://www.galleryonthehill.com/
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南２－１０－４ＡＲＴＣＵＢＥＥＢＩＳＢ１Ｆ,35.643274,139.70931,弘重ギャラリー,http://hiroshige-gallery.com/
渋谷区,猿楽町,-,東京都渋谷区猿楽町２２－１,35.649613,139.701159,JINKINOKO GALLERY,http://www.jinkinokogallery.com/
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿２－２１－３,35.647855,139.719701,工房親,http://www.kobochika.com/
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南１－１２－２南ビル３Ｆ,35.645924,139.710037,LIBRAIRIE6 / シス書店,http://www.librairie6.com/
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町１２－６,35.651539,139.701289,LOKO GALLERY,http://lokogallery.com/
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿３－３－８,35.645095,139.718937,MA2 Gallery,http://www.ma2gallery.com/
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿１－１８－４ＮＡＤｉｆｆＡ／Ｐ／Ａ／Ｒ／Ｔ３Ｆ,35.64747,139.714289,MEM,http://mem-inc.jp/
渋谷区,猿楽町,-,東京都渋谷区猿楽町１２－８２Ｆ,35.649569,139.700191,MONKEY GALLERY,http://monkeycafe.jp/
渋谷区,東２丁目,-,東京都渋谷区東２－２７－１４ペガサスマンション恵比寿１０２,35.651976,139.707692,ニーディ ギャラリー,http://nidigallery.com/
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南１‐３‐６ＣＩビル４Ｆ,35.645727,139.70807,OVER THE BORDER,http://artlab.stitch.co.jp/gallery/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西１－４－７ＰＯＩＮＴ１Ｆ,35.648681,139.707971,POINT,http://www.point-of-view.jp/
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿１－１８－４ＮＡＤｉｆｆＡ／Ｐ／Ａ／Ｒ／Ｔ２Ｆ,35.64747,139.714289,スクールデレック芸術社会学研究所,https://www.sgurrdearg.com/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西１－３５－１６代官山アドブルビル,35.647704,139.702725,STﾁLOGY LABORATORY TOKYO,#N/A
渋谷区,猿楽町,-,東京都渋谷区猿楽町１１－８メゾン代官山２Ｆ,35.649271,139.702027,STUDIO BEE,http://www.bs-intl.jp/studiobee/index.html
港区,西新橋１丁目,虎ノ門,東京都港区西新橋１－４－１２新第一ビル７Ｆ,35.669591,139.753758,アート・インタラクティヴ東京（A.I.T.）,http://www.artinteractivetokyo.com
港区,西新橋２丁目,虎ノ門,東京都港区西新橋２－１７－１八雲ビル３Ｆ,35.666412,139.750774,CURATOR’S CUBE,https://curatorscube.com/
港区,新橋５丁目,虎ノ門広域,東京都港区新橋５－１９－１５アド・タイヘイビル１Ｆ,35.663236,139.75421,いつき美術画廊,http://itsukiart.com/
港区,海岸３丁目,-,東京都港区海岸３－７－１８－９０２,35.636435,139.752267,マル ギャラリー,-
港区,南青山３丁目,-,東京都港区南青山３－１４－４,35.665673,139.714908,3144 omotesando gallery,http://3144omotesando.com
港区,南青山５丁目,-,東京都港区南青山５－７－２５ラ・フルール南青山２Ｆ,35.662871,139.71232,アニエスベー ギャラリー ブティック（agnès b. galerie boutique）,http://www.agnesbgalerieboutique.jp/
港区,南青山５丁目,-,東京都港区南青山５－１２－３Ｎｏｉｒビル２Ｆ,35.661319,139.71295,Akio Nagasawa Gallery Aoyama,http://www.akionagasawa.com
港区,南青山１丁目,-,東京都港区南青山１－１５－２南青山スタジオフラットＢ１－ＩＩ,35.670209,139.726387,Art-U room,http://www.art-u-room.com/
港区,南青山５丁目,-,東京都港区南青山５－１７－６１０１,35.660712,139.714354,ビリケンギャラリー,http://www.billiken-shokai.co.jp/
港区,北青山２丁目,-,東京都港区北青山２－１２－２０＃１０１,35.670608,139.716103,DAZZLE,http://gallery-dazzle.com/
港区,南青山３丁目,-,東京都港区南青山３－１４－１１,35.665222,139.715092,DEE'S HALL,http://www.dees-hall.com/index.html
港区,南青山５丁目,-,東京都港区南青山５－３－８パレスみゆき,35.663108,139.715505,Display,http://www.arts-science.com/display/
港区,北青山３丁目,-,東京都港区北青山３－５－９,35.667179,139.713536,ファーガス・マカフリー 東京,http://fergusmccaffrey.com/exhibitions/
港区,南青山５丁目,-,東京都港区南青山５－３－５南青山ミル・ロッシュビル３Ｆ,35.663289,139.715208,FRAMED* SPACE 表参道,http://frm.fm/showroom/
港区,南青山４丁目,-,東京都港区南青山４－７－７,35.665929,139.719283,ギャラリー ＋ クック・ラボ como,http://www.comocomo.net/
港区,南青山５丁目,-,東京都港区南青山５－６－１０５６１０番館,35.663289,139.712214,Gallery 5610,http://www.deska.jp/
港区,南青山３丁目,-,東京都港区南青山３－１３－２３パティオビル６Ｆ,35.665838,139.713631,Gallery ARCHI,-
港区,北青山２丁目,-,東京都港区北青山２－１０－２６,35.67232,139.715336,ギャラリーハウスMAYA,http://www.gallery-h-maya.com/
港区,南青山５丁目,-,東京都港区南青山５－３－１０フロムファーストビルディング２１１号室,35.662922,139.715787,ギャラリー・ウーゴズ南青山,http://www.hugosalchemy.com/
港区,南青山６丁目,-,東京都港区南青山６－６－２０,35.660043,139.717843,ギャラリー十玄門,-
港区,北青山２丁目,-,東京都港区北青山２－１２－２３Ｕビル１Ｆ,35.671185,139.716478,ギャラリー Jy (ギャラリージー),http://galleryjy.com/
港区,南青山２丁目,-,東京都港区南青山２－１０－１４ＡｏｙａｍａＡｎｎｅｘ１Ｆ,35.67112,139.721477,画廊くにまつ青山,http://www.gka.tokyo/
港区,南青山２丁目,-,東京都港区南青山２－２７－１１ＨｉｌｌＴｏｐ青山１Ｆ,35.669121,139.716651,ギャラリー・リスティ青山,http://gallery.lystig.com/
港区,南青山２丁目,-,東京都港区南青山１－１１－３９１１３９南青山２Ｆ,35.671537,139.721582,ギャラリー石榴 南青山ルーム,http://www.g-sekiryu.com/
港区,南青山２丁目,-,東京都港区南青山２－１１－１５セピア絵画館Ｂ１Ｆ,35.671557,139.721164,H.A.C. Gallery,http://www.hacgallery.com
港区,南青山２丁目,-,東京都港区南青山２－１１－１４イチーズビル３Ｆ,35.671465,139.721113,ICHYS GALLERY,http://homepage3.nifty.com/ichys/
港区,北青山２丁目,-,東京都港区北青山２－３－１シーアイプラザＢ１Ｆ,35.672063,139.719902,伊藤忠青山アートスクエア,http://www.itochu-artsquare.jp/index.html
港区,南青山３丁目,-,東京都港区南青山３－８－５Ｍ３８５Ｂｕｉｌｄｉｎｇ＃１２,35.667275,139.715588,NADAR / TOKYO（ナダール / 東京）,https://g-nadar.net/
港区,南青山４丁目,-,東京都港区南青山４－２３－６１Ｆ,35.662526,139.717556,ノートンギャラリー,http://www.nortongallery.jp/
港区,北青山２丁目,-,東京都港区北青山２－９－１６ＡＡビル１Ｆ,35.671185,139.716478,オリエ アート・ギャラリー,http://orie.co.jp/
港区,南青山４丁目,-,東京都港区南青山４－１－９秋元南青山ビル１Ｆ,35.66723,139.71956,プリズミックギャラリー,http://www.prismic.co.jp/gallery/
港区,南青山５丁目,-,東京都港区南青山５－５－３Ｂ１Ｆ,35.663236,139.713317,ラットホール・ギャラリー,http://www.ratholegallery.com
港区,南青山３丁目,-,東京都港区南青山３－１５－６ＲｉｐｐｌｅＳｑｕａｒｅＤＢ１Ｆ,35.664969,139.715312,SCﾈNE,#N/A
港区,南青山５丁目,-,東京都港区南青山５－４－３０,35.661539,139.713975,新生堂,http://www.shinseido.com
港区,南青山２丁目,-,東京都港区南青山２－７－９,35.670158,139.723226,サイト青山,http://site-aoyama.air-nifty.com/
港区,北青山３丁目,-,東京都港区北青山３－５－６青朋ビル２Ｆ,35.667353,139.713836,SPACE FILMS GALLERY,http://www.spacefilms.jp/
港区,北青山２丁目,-,東京都港区北青山２－９－１５,35.671369,139.716267,スペース インタート,http://www.forza.co.jp/intart/
港区,南青山３丁目,-,東京都港区南青山３－４－１１ハヤカワビル１Ｆ,35.666797,139.717268,スペース・ユイ,http://spaceyui.com/
港区,南青山４丁目,-,東京都港区南青山４－２４－４ＴＫハウス００１Ｂ１Ｆ,35.664948,139.72026,STEIN BOX（シュタインボックス）,https://www.facebook.com/STEINBOX/
港区,南青山４丁目,-,東京都港区南青山４－２１－２６,35.66365,139.715146,valveat 81 Gallery,http://www.valveat81.com/galleryspace.html
港区,南青山６丁目,-,東京都港区南青山６－１３－９ＡＮＩＳＥ南青山Ｂ１－Ａ,35.659982,139.715177,WALL,-
港区,南青山５丁目,-,東京都港区南青山５－７－１７小原流会館Ｂ１Ｆ,35.662333,139.712707,hpgrp Gallery 東京,http://hpgrpgallery.com/tokyo/
港区,南青山３丁目,-,東京都港区南青山３－１６－１４１Ｆ,35.664405,139.714628,ヴォイドプラス,http://www.voidplus.jp
港区,西麻布３丁目,-,東京都港区西麻布３－２４－２０霞町テラス６Ｆ,35.658864,139.724306,ア・ライトハウス・カナタ,https://lighthouse-kanata.com/
港区,西麻布１丁目,-,東京都港区西麻布１－９－１３,35.661205,139.724825,赤々舎 (AKAAKA),http://www.akaaka.com/
港区,六本木７丁目,六本木,東京都港区六本木７－２０－２アバンティ４０７,35.662982,139.728107,Another Function,http://fudeya.net/gallery/
港区,六本木５丁目,六本木,東京都港区六本木５－９－２０,35.66167,139.732996,Art & Science gallery lab AXIOM,https://www.facebook.com/pg/artscienceaxiom/
港区,六本木６丁目,六本木,東京都港区六本木６－１５－９ハークス六本木ビル１Ｆ,35.65875,139.727964,アート・バイ・ゼロックス　ギャラリー,http://www.fujixerox.co.jp/company/event/abx/index.html
港区,西麻布２丁目,-,東京都港区西麻布２－１１－１０霞町ビル３Ｆ,35.661674,139.722178,art gallery closet,http://www.gallery-closet.jp/
港区,六本木５丁目,六本木,東京都港区六本木５－１７－１ＡＸＩＳビル４Ｆ,35.661322,139.736532,アクシス ギャラリー,http://www.axisinc.co.jp/building/shop/axisgallery
港区,麻布十番１丁目,-,東京都港区麻布十番１－５－１０アトラスビル１Ｆ,35.656764,139.733507,Azabu Art Salon Tokyo,http://www.azabuartsalon.com/
港区,麻布十番１丁目,-,東京都港区麻布十番１－７－２エスポアール麻布１０２,35.65652,139.734607,麻布十番ギャラリー,http://azabujuban-gallery.com/
港区,赤坂９丁目,六本木,東京都港区赤坂９－５－２６パレ乃木坂２０１,35.668005,139.72868,Books and Modern + Blue Sheep Gallery,https://booksandmodern.com/
港区,東麻布３丁目,-,東京都港区東麻布３－４－６１Ｆ,35.657318,139.737748,Cale,http://www.cale.jp
港区,西麻布１丁目,-,東京都港区西麻布１－１５－１５浅井ビル１Ｆ,35.661739,139.723033,CALM & PUNK GALLERY,http://www.calmandpunk.com
港区,六本木７丁目,六本木,東京都港区六本木７－１８－８岸田ビル２Ｆ,35.662175,139.72922,CLEAR GALLERY TOKYO,https://cleargallerytokyo.com/
港区,六本木７丁目,六本木,東京都港区六本木７－７－４ハリントンガーデンＢ１Ｆ,35.664928,139.729133,クールトレイン・ギャラリー,http://www.createline-ltd.com/
港区,赤坂７丁目,赤坂,東京都港区赤坂７－３－３８,35.672897,139.729085,カナダ大使館高円宮記念ギャラリー,https://www.canadainternational.gc.ca/japan-japon/
港区,東麻布１丁目,-,東京都港区東麻布１－２９－４,35.655555,139.742684,Gallery Art House Kleinschmidt,-
港区,南青山１丁目,-,東京都港区南青山１－２６－４六本木ダイヤビル３Ｆ,35.666789,139.727303,ギャラリー・アートアンリミテッド,http://www.artunlimited.co.jp/
港区,西麻布３丁目,-,東京都港区西麻布３－２４－１９山王商会西麻布ビル１Ｆ－Ｂ１Ｆ,35.659385,139.723801,Gallery Ether（ギャラリーイーサ）,https://www.galleryether.com/
港区,六本木１丁目,虎ノ門,東京都港区麻布台２－２－１麻布台ビル１Ｆ,35.664701,139.741812,Gallery Grand Cafe,-
港区,南青山１丁目,-,東京都港区南青山１－２４－３ＴＯＴＯ乃木坂ビル３Ｆ,35.667497,139.726744,ギャラリー・間,http://www.toto.co.jp/gallerma/
港区,六本木６丁目,六本木,東京都港区六本木６－２－６サンビル第３２Ｆ,35.662037,139.730712,GALLERY MoMo Projects,http://www.gallery-momo.com/
港区,六本木６丁目,六本木,東京都港区六本木６－６－９ピラミデビル１Ｆ,35.661745,139.731361,ギャラリーペロタン東京,https://www.perrotin.com/
港区,西麻布１丁目,-,東京都港区西麻布１－８－１２Ｂａｒｂｉｚｏｎ６１１Ｆ・２Ｆ,35.66082,139.726221,ギャラリーサイド2,https://www.galleryside2.net/
港区,西麻布２丁目,-,東京都港区西麻布２－７－５－４Ｆ,35.662232,139.721183,GALLERY WATER,https://www.gallerywater.com/
港区,六本木７丁目,六本木,東京都港区六本木７－８－９深作眼科ビル１Ｆ,35.664697,139.730179,Hideharu Fukasaku Gallery Roppongi,http://www.f-e-i.jp/
港区,六本木５丁目,六本木,東京都港区六本木５－９－２０,35.66167,139.732996,hiromiyoshii roppongi,http://www.hiromiyoshii.com/
港区,赤坂６丁目,赤坂,東京都港区赤坂６－４－１０赤坂ＺＥＮビル２Ｆ,35.670094,139.734736,HULS GALLERY TOKYO,https://hulsgallerytokyo.com/
