指標名,ホール・劇場,,,,,,,,,,,,,,,,,
出典,東京都生活文化局,,,,,,,,,,,,,,,,,
年次,2020年7月,,,,,,,,,,,,,,,,,
URL,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271.html,,,,,,,,,,,,,,,,,
備考,野外会場も含む。（2019年度：439件、2020年度：521件）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,電話番号,URL,客席数,収容人数,舞台形式,全体形式,客席形式,これまでの利用実績ジャンル,施設に適しているもしくは利用して欲しいジャンル,利用対象,利用条件を設定している場合の条件,利用可能時間帯
港区,六本木４丁目,六本木,港区六本木4-9-2,35.663777,139.732580,俳優座劇場,03-3470-2880,http://www.haiyuzagekijou.co.jp/,300,,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,演劇,演劇,,,
港区,六本木４丁目,六本木,港区六本木4-11-5 　六本木ビル アネックスB1F,35.664143,139.731914,ＡＢＢＥＹ ＲＯＡＤ,03-3402-0017,http://www.abbeyroad.ne.jp/,,, ,,,,,,,
港区,六本木３丁目,六本木,港区六本木3-16-33 　青葉六本木ビルB1F,35.662021,139.736383,六本木クラップス,03-5485-5771,http://c-laps.jp/,80,80,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,記者会見,企業イベント","ポップス,クラシック,演歌・歌謡曲,ジャズ,日本の伝統音楽（邦楽等）,世界の民族音楽,合唱,映像上映会（試写会など）,講演会,記者会見,企業イベント",利用条件の設定,主にプロミュージシャン、企業イベントなど,
港区,六本木３丁目,六本木,港区六本木3-13-14ゴトウビル3rd 5F,35.663102,139.733997,ＢＩＲＤＬＡＮＤ,03-3402-3456,http://www.bird-land.co.jp/,70,120, ,,,,,,,
港区,赤坂９丁目,六本木,港区赤坂9-6-41　乃木坂ビルB1F,35.667768,139.727790,BAR COREDO〔EVENT SPACE COREDO〕,03-6434-7808,http://www.barcoredo.com/,,, ,,,"演劇,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会,レッスン",一般に貸出している,,
港区,赤坂９丁目,六本木,港区赤坂9-7-4 　東京ミッドタウンガーデンテラス4F,35.666219,139.730226,Ｂｉｌｌｂｏａｒｄ－ＬＩＶＥ東京,03-3405-1133,http://www.billboard-live.com/hall/t_index.html,,, ,,,,,,,
港区,赤坂７丁目,赤坂,港区赤坂7-2-21 　草月会館B1F,35.674092,139.729315,草月会館〔草月ホール〕,03-3408-9113,http://www.sogetsu.or.jp/know/hall/,530,0,ﾌﾟﾛｾﾆｱﾑ形式,扇型形式,"固定席,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)","ポップス,演劇,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会","ポップス,お笑い・寄席・演劇,映像上映会（試写会など）,講演会",一般に貸出している,,
港区,赤坂７丁目,赤坂,港区赤坂7-5-56 　OAG ハウス,35.673096,139.730016,ドイツ文化会館 ＯＡＧホール,03-3582-7743,https://oag.jp/jp/veranstaltungsraeume-jp/,250,250,ﾌﾟﾛｾﾆｱﾑ形式,ｱﾘｰﾅ・平土間形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,ジャズ,演劇,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,合唱,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,ジャズ,日本の伝統音楽（邦楽等）,合唱,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,
港区,赤坂６丁目,赤坂,港区赤坂6-6-4 　赤坂栄ビルB1F,35.670387,139.737545,赤坂ジャズライブスポットＢ－ｆｌａｔ,03-5563-2563,http://bflat.biz/,150,150,ｵｰﾌﾟﾝ形式,"ｱﾘｰﾅ・平土間形式,扇型形式",可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),ジャズ,ジャズ,一般に貸出している,,<NULL>
港区,赤坂５丁目,赤坂,港区赤坂5-3-2　赤坂サカス内,35.672855,139.735153,TBS赤坂ACTシアター,03-3589-2277,http://www.tbs.co.jp/act/,1324,,ﾌﾟﾛｾﾆｱﾑ形式,,固定席,"ポップス,演歌・歌謡曲,演劇,ミュージカル,歌舞伎,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,映像上映会（試写会など）,-","ポップス,演歌・歌謡曲,演劇,ミュージカル,歌舞伎,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,映像上映会（試写会など）,-",一般に貸出している,,
港区,赤坂５丁目,赤坂,港区赤坂5-3-2　赤坂サカス内,35.672855,139.735153,マイナビBLITZ赤坂,03-3584-8811,http://www.tbs.co.jp/blitz,,, ,,,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会,番組収録など。",ジャンル問わず。,,,
港区,赤坂４丁目,赤坂,港区赤坂4-18-13　赤坂コミュニティーぷらざ内,35.674796,139.731714,赤坂区民センター〔区民ホール〕,03-5413-2711,http://www.akasaka-civiccenter.jp/shisetsu/list_1.html,,, ,,,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",,,<NULL>,13:00～17:00　17:30～21:30
港区,赤坂３丁目,赤坂,港区赤坂3-11-7 　ソシアル赤坂地下,35.674585,139.737565,ＣＲＡＷＦＩＳＨ,03-3584-2496,http://crawfish.jp/,,, ,,,,,,,
港区,赤坂３丁目,赤坂,港区赤坂3-10-9　赤坂グランベルホテルB2F,35.675587,139.737096,赤坂RED/THEATER,03-5575-3474,http://www.red-theater.net/,176,176,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"演劇,ミュージカル,お笑い・寄席・演劇,ダンス・パフォーマンス,講演会","クラシック,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,ダンス・パフォーマンス,講演会",一般に貸出している,,
港区,赤坂３丁目,赤坂,港区赤坂3-17-8 　都ビル2F,35.675096,139.736281,ノヴェンバー・イレブンス１１１１ Ｐａｒｔ２,03-3588-8104,http://www.risingdragon.jp/index.html,50,60,ｵｰﾌﾟﾝ形式,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会","ポップス,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,
港区,赤坂２丁目,赤坂,港区赤坂2-14-1 　赤坂山王会館B1F,35.672886,139.737874,赤坂ＣＬＵＢ ＴＥＮＪＩＫＵ,03-3560-2040,http://www.clubtenjiku.jp/,,, ,,,,,,,
港区,東新橋２丁目,虎ノ門広域,港区東新橋2-18-2　グラディート汐留1F,35.660963,139.758062,汐留ベヒシュタイン・サロン,03-6432-4080,https://www.euro-piano.co.jp/dealer/shiodome/,80,80,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,講演会","ポップス,クラシック,ジャズ,講演会",一般に貸出している,,
港区,東新橋１丁目,虎ノ門広域,港区東新橋1-8-2,35.664958,139.762514,大同生命ミュージカルシアター　電通四季劇場〔海〕,03-5776-6730,https://www.shiki.jp/theatres/gr/umi/,,, ,,,"演劇,ミュージカル","演劇,ミュージカル,バレエ,ダンス・パフォーマンス",,,
港区,東新橋１丁目,虎ノ門広域,港区東新橋1-7-2 　汐留メディアタワーアネックス1F,35.663352,139.759013,日仏文化協会 汐留ホール,03-6255-4104,https://www.shiodomehall.com,83,83, ,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,オペラ,合唱,講演会,展示会",一般に貸出している,,
港区,赤坂１丁目,虎ノ門,港区赤坂1-13-1,35.666951,139.740886,サントリーホール〔大ホール〕,03-3505-1001,http://suntory.jp/HALL/,2006,2006,ｵｰﾌﾟﾝ形式,ヴィンヤード形式,固定席,"クラシック,ジャズ,日本の伝統音楽（邦楽等）,オペラ,合唱","クラシック,合唱",利用条件の設定,<NULL>,
港区,赤坂１丁目,虎ノ門,港区赤坂1-13-1,35.666951,139.740886,サントリーホール〔ブルーローズ（小ホール）〕,03-3505-1001,http://suntory.jp/HALL/,最大432,最大432,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,ジャズ,演劇,日本の伝統音楽（邦楽等）,世界の民族音楽,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,-,-","クラシック,合唱,-",利用条件の設定,<NULL>,
港区,虎ノ門２丁目,虎ノ門,港区虎ノ門2-9-16,35.668020,139.746174,日本消防会館（ニッショーホール）〔ホール〕,03-3503-1486,http://www.nissho-jyouhou.jp/nissho-hall/index.html,742,742,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"演劇,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会","お笑い・寄席・演劇,映像上映会（試写会など）,講演会,-",一般に貸出している,,
港区,虎ノ門２丁目,虎ノ門,港区虎ノ門2-2-1 　JTビル2F,35.669469,139.745842,JTアートホール　アフィニス,03-5572-4945,https://www.jti.co.jp/knowledge/arthall/index.html,256,256,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"クラシック,日本の伝統音楽（邦楽等）,合唱","クラシック,日本の伝統音楽（邦楽等）",一般に貸出している,,
港区,北青山２丁目,-,港区北青山2-7-29 　WEEZ北青山ビル地下2F,35.671926,139.717119,ＨＥＡＶＥＮ 青山’ＳＲ,03-6447-0558,http://www.heaven-aoyama.jp/,,, ,,,,,,,
港区,南青山６丁目,-,港区南青山6-3-16,35.661202,139.716237,ブルーノート東京,03-5485-0088,http://www.bluenote.co.jp,,, ,,,"ポップス,ジャズ","ポップス,ジャズ",,,
港区,南青山６丁目,-,港区南青山6-10-12 　フェイス南青山1F,35.659370,139.715216,Ｆｕｔｕｒｅ ＳＥＶＥＮ,03-6861-7777,http://future7.jp/,120,230,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,映像上映会（試写会など）,講演会,展示会,プレスリリース","ポップス,クラシック,演歌・歌謡曲,ジャズ,映像上映会（試写会など）,講演会,展示会,プレスリリース",,,
港区,南青山５丁目,-,港区南青山5-6-23 　SPIRAL B1F,35.663577,139.711758,Restaurant Bar CAY,03-3498-5790,http://www.aoyama-cay.com,150,200,ﾌﾟﾛｾﾆｱﾑ形式,,,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,日本の伝統音楽（邦楽等）,世界の民族音楽,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,演歌・歌謡曲,ジャズ,世界の民族音楽,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,
港区,南青山５丁目,-,港区南青山5-6-23スパイラル3F ,35.663577,139.711758,スパイラルホール,03-3498-5793,https://www.spiral.co.jp/rental/r_hall,372,372, ,"ｱﾘｰﾅ・平土間形式,扇型形式",可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会",利用条件の設定,<NULL>,<NULL>
港区,南青山４丁目,-,港区南青山4-21-29,35.663842,139.714923,銕仙会能楽研修所,03-3401-2285,http://www.tessen.org/active/rental,200,200, ,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,ジャズ,演劇,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,講演会,展示会",能・狂言,一般に貸出している,,
港区,南青山４丁目,-,港区南青山4-9-1 　シンプル青山ビルB1F,35.667349,139.718150,青山月見ル君想フ,03-5474-8115,http://www.moonromantic.com/,,, ,,,,,,,
港区,南青山３丁目,-,港区南青山3-2-2 　MRビルB1F,35.668022,139.717100,南青山ＭＡＮＤＡＬＡ,03-5474-0411,http://www.mandala.gr.jp/aoyama.html,,, ,,,,,,,
港区,台場１丁目,-,港区台場1-5-1 　台場コミュニティーぷらざ内,35.630009,139.777122,台場区民センター〔区民ホール〕,03-5500-2355,http://www.daiba-civiccenter.jp/shisetsu/list_1.html,250,250,ﾌﾟﾛｾﾆｱﾑ形式,ｱﾘｰﾅ・平土間形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,演劇,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,合唱,講演会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",利用条件の設定,,
港区,西麻布１丁目,-,港区西麻布1-2-9,35.661395,139.727248,ＥＸ ＴＨＥＡＴＥＲ ＲＯＰＰＯＮＧＩ,03-6406-2222,http://www.ex-theater.com,920,1746,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,"固定席,ﾛｰﾙﾊﾞｯｸﾁｪｱ,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)、","ポップス,ジャズ,演劇,ミュージカル,歌舞伎,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会,新車発表会,新商品発表会","ポップス,演歌・歌謡曲,ジャズ,演劇,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会",利用条件の設定,個人への貸出不可、法人に限る。,
港区,芝公園４丁目,-,港区芝公園4-2-8,35.658577,139.745451,東京タワー フットタウン タワーホール,03-3433-5111,https://www.tokyotower.co.jp/foottown/index.html?id=slide_contents_wrap_6,,, ,,,,,,,
港区,芝公園４丁目,-,港区芝公園4-4-7 　Studio Earth 5F,35.657847,139.744821,Ｓｔａｒ Ｒｉｓｅ Ｔｏｗｅｒ〔STUDIO EARTH〕,03-6721-5450,http://starrise-tower.com/archives/rental/studio-earth,,, ,,,,,,,
港区,芝公園４丁目,-,港区芝公園4-4-7 　Studio Earth 5F,35.657847,139.744821,Ｓｔａｒ Ｒｉｓｅ Ｔｏｗｅｒ〔STUDIO JUPITER〕,03-6721-5450,http://starrise-tower.com/archives/rental/studio-earth,,, ,,,,,,,
港区,芝公園４丁目,-,港区芝公園4-4-7 　Studio　venus3F,35.657847,139.744821,Ｓｔａｒ Ｒｉｓｅ Ｔｏｗｅｒ〔STUDIO VENUS〕,03-6721-5450,http://starrise-tower.com/archives/rental/studio-venus,,, ,,,,,,,
港区,芝公園２丁目,-,港区芝公園2-5-20,35.655246,139.751391,メルパルクホール,03-3459-5501,http://www.mielparque.jp/tokyo/hall/,,, ,,,,,,,
港区,芝浦４丁目,-,港区芝浦4-13-1 　UR都市機構トリニティー芝浦 1F･2F,35.640536,139.748551,芝浦港南区民センター〔区民ホール〕,03-3769-8864,https://www.kisport.or.jp/sisetu/shibaura-konan/index.html,235,235,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,ﾛｰﾙﾊﾞｯｸﾁｪｱ,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",利用条件の設定,<NULL>,
港区,芝浦３丁目,-,東京都港区芝浦3-4-1,35.643509,139.745437,田町グランパークカンファレンス〔田町グランパークカンファレンス〕,03-5441-2163,https:granpark-c.com,196,196, ,"ｱﾘｰﾅ・平土間形式,扇型形式",可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"講演会,展示会,会議セミナー,パーティ懇談会","講演会,展示会,会議セミナー,パーティ懇談会",一般に貸出している,<NULL>,
港区,芝浦１丁目,-,港区芝浦1-16-1 　みなとパーク芝浦,35.646604,139.751724,港区立男女平等参画センター　リーブラ〔リーブラホール〕,03-3456-4149,https://www.minatolibra.jp/annai/,,208, ,,,"クラシック,演劇,日本の伝統音楽（邦楽等）,世界の民族音楽,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","クラシック,演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
港区,芝浦１丁目,-,東京都港区芝浦1-2-2,35.649595,139.756630,浜松町シーバンスホール,03-5730-0277,seavanshall.jp,200,200, ,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"講演会,展示会,会議セミナー,パーティ懇談会","講演会,展示会,会議セミナー,パーティ懇談会",一般に貸出している,<NULL>,
港区,芝５丁目,-,港区芝5-26-20,35.647528,139.746257,建築会館ホール,03-3456-2016,http://www.aij.or.jp/ho-rugaiyoumousikomitetuduki.html,342,342,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,合唱,映像上映会（試写会など）,講演会,展示会",,一般に貸出している,,
港区,三田５丁目,-,港区三田5-2-30 SELENE STUDIO B2F,35.647965,139.738338,白金高輪SELENE STUDIO・STUDIO b2,03-6809-5923,http://www.selene.studio/,,, ,,,,,,,
港区,三田３丁目,-,港区三田3-12-12,35.642562,139.742854,笹川記念会館　〔国際会議場〕,03-3454-5062,http://www.sasakawahall.jp/convention.html,,, ,,,,,,,
港区,高輪４丁目,-,港区高輪4-10-30,35.628047,139.735463,品川プリンスホテル　Club eX（クラブエックス）,03-3440-1111,http://www.princehotels.co.jp/shinagawa/clubex/,430,430,ｵｰﾌﾟﾝ形式,"ｱﾘｰﾅ・平土間形式,扇型形式","固定席,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,能・狂言,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,オペラ,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会,e-スポーツ","ポップス,クラシック,ジャズ,演劇,ミュージカル,e-スポーツ",利用条件の設定,<NULL>,
港区,高輪４丁目,-,港区高輪4-10-30,35.628047,139.735463,品川プリンスホテル　ステラボール,03-3440-1111,http://www.princehotels.co.jp/shinagawa/stellarball/,876,1884,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,"ﾛｰﾙﾊﾞｯｸﾁｪｱ,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)、立ち見","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会,発表会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会",利用条件の設定,<NULL>,
港区,高輪４丁目,-,港区高輪4-24-40 　高輪プリンセスガルテン内,35.625040,139.735674,ＡＭＢＩＥＮＴＥ,03-3443-1524,http://www.p-garten.co.jp/ambiente/,120,120,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"クラシック,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,バレエ,オペラ,合唱,映像上映会（試写会など）,講演会,展示会","クラシック,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,オペラ,講演会,展示会",一般に貸出している,,
港区,高輪１丁目,-,港区高輪1-16-25　　高輪コミュニティーぷらざ内,35.641995,139.734192,港区高輪区民センター〔区民ホール〕,03-5421-7616,https://foryou.or.jp/facility/takanawa/w079/,250,250, ,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,クラシック,ジャズ,日本の伝統音楽（邦楽等）,世界の民族音楽,オペラ,合唱",一般への貸出はしていない,,
港区,港南２丁目,-,港区港南2-15-4,35.625340,139.741710,品川インターシティホール,03-3474-0461,http://www.sic-hall.com/index.html,,,仮設,ｱﾘｰﾅ・平土間形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,ダンス・パフォーマンス,講演会,展示会","ポップス,講演会,展示会",一般に貸出している,,
港区,港南２丁目,-,港区港南2-18-1 　アトレ品川4F,35.629001,139.740832,Live Jazz Lounge TRIBECA,03-6717-0933,http://www.tribeca.cc/,,, ,,,,,,,
港区,港南２丁目,-,港区港南2-16-4　品川グランドセントラルタワー3F,35.626638,139.740562,THE GRAND HALL,03-5463-9971,http://www.tg-hall.com/,500,500,ｵｰﾌﾟﾝ形式,ｱﾘｰﾅ・平土間形式,"ﾛｰﾙﾊﾞｯｸﾁｪｱ,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)","ポップス,クラシック,演歌・歌謡曲,ジャズ,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会,記者発表会,株主総会,研修、会議","ポップス,クラシック,演歌・歌謡曲,ジャズ,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会,記者発表会,株主総会,研修、会議",一般に貸出している,,
港区,海岸１丁目,-,港区海岸1-10-48,35.656866,139.762055,JR東日本アートセンター　四季劇場〔春〕,03-5776-6730,https://www.shiki.jp/theatres/gr/shiki/,,, ,,,,,,,
港区,海岸１丁目,-,港区海岸1-10-48,35.656866,139.762055,JR東日本アートセンター　四季劇場〔秋〕,03-5776-6730,https://www.shiki.jp/theatres/gr/shiki/,,, ,,,,,,,
港区,海岸１丁目,-,港区海岸1-10-53,35.656886,139.762097,JR東日本アートセンター　自由劇場,03-5776-6730,https://www.shiki.jp/theatres/4008/,,, ,,,"演劇,ミュージカル","演劇,ミュージカル",一般への貸出はしていない,,
港区,海岸１丁目,-,港区海岸1-11-1　ニューピア竹芝ノースタワー1F,35.655797,139.763820,NEW PIER HALL,03-3578-0041,http://www.newpier-hall.jp/,796,900,ｵｰﾌﾟﾝ形式,ｱﾘｰﾅ・平土間形式,"ﾛｰﾙﾊﾞｯｸﾁｪｱ,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,
江東区,有明３丁目,-,江東区有明3-4-10　TFTビル西館2F,35.630247,139.789580,TFTビル〔ホール1000〕,03-5530-5010,http://www.bigsight.jp/facilities/tft/,,, ,,,,,,,
江東区,有明３丁目,-,江東区有明3-4-10　TFTビル西館2F,35.630247,139.789580,TFTビル〔ホール500〕,03-5530-5010,http://www.bigsight.jp/facilities/tft/,,, ,,,"講演会,展示会,-","講演会,展示会,-",一般に貸出している,,
江東区,有明３丁目,-,江東区有明3-4-10　TFTビル西館2F,35.630247,139.789580,TFTビル〔ホール300〕,03-5530-5010,http://www.bigsight.jp/facilities/tft/,,, ,,,,,,,
江東区,有明２丁目,-,江東区有明２丁目９番１号,35.641682,139.796631,学校法人花田学園　東京有明医療大学〔花田ホール〕,03-6703-7000,http://www.tau.ac.jp/,,, ,,,講演会,講演会,一般への貸出はしていない,,<NULL>
江東区,有明１丁目,-,江東区有明1-3-25,35.638490,139.789325,ディファ有明,03-5500-3731,公式ページなし,,, ,,,,,,,
江東区,夢の島２丁目,-,江東区夢の島2-1-3,35.650158,139.830517,BumB 東京スポーツ文化館〔マルチホール〕,03-3521-2551,http://www.ys-tokyobay.co.jp/,0,70, ,,,"ダンス・パフォーマンス,合唱",,一般に貸出している,,
江東区,北砂５丁目,-,江東区北砂5-1-7,35.680364,139.831968,江東区砂町文化センター〔第1研修室〕,03-3640-1751 ,https://www.kcf.or.jp/sunamachi/,200,200,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,演歌・歌謡曲,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","クラシック,お笑い・寄席・演劇,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,<NULL>
江東区,北砂５丁目,-,江東区北砂5-1-7,35.680364,139.831968,江東区砂町文化センター〔第2研修室〕,03-3640-1751 ,https://www.kcf.or.jp/sunamachi/,230,230,舞台なし,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,合唱,講演会","クラシック,お笑い・寄席・演劇,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
