指標名,スタートアップ企業,,,,,,,,,,
出典,INITIAL,,,,,,,,,,
年次,2019/12/2取得,,,,,,,,,,
URL,https://initial.inc/,,,,,,,,,,
備考,JPC2020データ,,,,,,,,,,
,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,企業名,業種,事業内容,設立日,詳細URL,調査状況
港区,六本木４丁目,六本木,東京都港区六本木4-2-45 高會堂ビル2階,35.665956,139.7343195,株式会社チャットブック,コンピューター - ソフトウェア,コンバージョン改善・営業支援ツールの「chatbook.ai...,2016/9/5,https://initial.inc/companies/A-27867,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-1-28,35.6652,139.734828,株式会社フローフシ,消費者向けサービス・販売,「モテマスカラ」など、独自ブランドに基づいた化粧品の開発、販...,2010/8/1,https://initial.inc/companies/A-32671,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-12-8 第6DMJビル2F,35.664372,139.7313,ユニバーサルバンク株式会社,金融・保険・不動産 ICT,エンシ゛ェル投資フ゜ラットフォーム「Angelbank」の提...,2015/5/1,https://initial.inc/companies/A-25911,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-2-45 East Ventures2F,35.665956,139.7343195,Buzz Commerce Pte. Ltd.,コンピューター - ITサービス,タイの化粧品口コミサイト「cosmenet」の運営,2014/4/1,https://initial.inc/companies/A-33916,未評価(会社登録のみ)
港区,六本木４丁目,六本木,東京都港区六本木4-8-6 パシフィックキャピタルプラザ7F,35.664012,139.733199,株式会社イーペイメント,金融・保険・不動産 ICT,・クレジットカード決済代行、電子マネー決済代行、銀行収納代行...,2009/1/13,https://initial.inc/companies/A-05827,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-11-4 六本木ビル304,35.664327,139.7320785,株式会社スマートアプリ,コンピューター - ソフトウェア,スマートフォン向け仮想通貨ウォレットアプリ「GO! WALL...,2015/5/1,https://initial.inc/companies/A-16543,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-1-4 黒崎ビル,35.665524,139.735962,株式会社Datachain,ビジネスサービス,ブロックチェーンデータプラットフォーム「Datachain」...,2018/3/12,https://initial.inc/companies/A-30078,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-12-8 第6DMJビル2F,35.664372,139.7313,ワンファイナンシャル株式会社,コンピューター - ソフトウェア,レシートをスマホ撮影するだけで現金がもらえるモバイルアプリ「...,2016/5/26,https://initial.inc/companies/A-27465,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-2-45 髙會堂ビル2階,35.665956,139.7343195,ReadHub株式会社,消費者向けサービス・販売,読書をもっと面白くするソーシャルリーディングプラットフォーム...,2019/4/1,https://initial.inc/companies/A-33658,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-8-7 六本木三河台ビル5階,35.663949,139.7330685,株式会社ウィンスリー,ビジネスサービス,人材紹介業、人材コンサルティング事業、広告・デジタルマーケテ...,2012/11/1,https://initial.inc/companies/A-28457,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-11-13 ランディック六本木ビル3F,35.664363,139.73175,株式会社EVERRISE,コンピューター - ITサービス,デジタルマーケティング領域専門にシステム開発をおこなう。 プ...,2006/7/3,https://initial.inc/companies/A-05499,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-1-4 黒崎ビル5階,35.665524,139.735962,株式会社Speee,コンピューター - ITサービス,ブロックチェーンテクノロジーを基盤としたデータプラットフォー...,2007/11/29,https://initial.inc/companies/A-04008,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-8-7 六本木三河台ビル5階,35.663949,139.7330685,株式会社プチジョブ,コンピューター - ソフトウェア,「今すぐ、働きたい！」人と「今すぐ、スタッフが欲しい」企業や...,2016/4/1,https://initial.inc/companies/A-31544,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-2-45 高會堂ビル2F,35.665956,139.7343195,株式会社ストライド,コンピューター - ITサービス,稼げるQ&Aアプリ「Sophia（ソフィア）」を運営,2017/5/8,https://initial.inc/companies/A-30196,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-2-45 高會堂ビル 2F,35.665956,139.7343195,株式会社バベル,コンピューター - ITサービス,DIYに役立つ商品紹介動画やDIYレシピ動画メディア「Yoi...,2017/8/25,https://initial.inc/companies/A-32641,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-2-45 髙會堂ビル2階,35.665956,139.7343195,株式会社HOKUTO,医療・ヘルスケア,医学生の初期研修病院マッチング支援サイト「HOKUTO re...,2016/3/31,https://initial.inc/companies/A-29520,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-9-2 俳優座ビル713号室,35.66376,139.7325195,株式会社INJUS,コンピューター - ソフトウェア,チャットコンバーター用SaaS『ChatFielder』の提...,2013/1/15,https://initial.inc/companies/A-26506,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-1-25 R4,35.664876,139.734621,株式会社刻キタル,ビジネスサービス,コミュニケーション・デザイン、経営・事業開発コンサルティング...,2017/1/11,https://initial.inc/companies/A-27715,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-1-4,35.665524,139.735962,株式会社ラピースドリーム,ビジネスサービス,インターネットメディア事業 インターネット関連事業 飲食事業,2003/6/1,https://initial.inc/companies/A-05778,調査不能(HPアクセス不能などの事由)
港区,六本木４丁目,六本木,東京都港区六本木4-1-4,35.665524,139.735962,グリー株式会社,消費者向けサービス・販売,インターネットサービス提供 インターネットコミュニティ運営 ...,2004/12/7,https://initial.inc/companies/A-02238,
港区,六本木４丁目,六本木,東京都港区六本木4-8-7 六本木三河台ビル,35.663949,139.7330685,ヴォルフガング株式会社,コンピューター - ソフトウェア,iPhoneアプリ開発スクール「アカデミア」の運営 iPho...,2012/9/25,https://initial.inc/companies/A-12185,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-8-7 六本木三河台ビル5階,35.663949,139.7330685,コンバージョンテクノロジー株式会社,コンピューター - ソフトウェア,WEBサイトの回遊率向上を図ることでコンバージョン率向上に繋...,2003/11/19,https://initial.inc/companies/A-04003,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-8-7 六本木三河台ビル7F,35.663949,139.7330685,株式会社アイディアクト,消費者向けサービス・販売,専門家Q＆Aサイト「SKILL AGENT」の運営及び動画配...,2006/11/17,https://initial.inc/companies/A-02448,調査不能(HPアクセス不能などの事由)
港区,六本木４丁目,六本木,東京都港区六本木4-8-7 六本木三河台ビル5階,35.663949,139.7330685,株式会社ウィンスリーマーケティング,ビジネスサービス,ビッグデータの分析、コミュニケーションのプランニング、SEO...,2011/11/11,https://initial.inc/companies/A-28456,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-2-45 髙會堂ビル2階,35.665956,139.7343195,OKpanda株式会社,消費者向けサービス・販売,英語学習プラットホーム開発、運営 英語を学べるスマホアプリ｢...,2013/6/1,https://initial.inc/companies/A-17093,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-2-35 アーバンスタイル六本木三河台2F,35.664795,139.733298,株式会社シュガー・ラッシュ,ビジネスサービス,デジタル広告企画・制作 スペイン イビザ島関連事業,2012/9/3,https://initial.inc/companies/A-16603,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-1-1 第二黒崎ビル2F,35.665668,139.736151,株式会社カイカ,ビジネスサービス,就活生向けメディア・スクールの運営 イードと提携し、就職活動...,2014/11/11,https://initial.inc/companies/A-16058,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-11-4 六本木ビル302,35.664327,139.7320785,株式会社エフビーランク,コンピューター - ITサービス,日本語Facebookページランキング「FBrank」等、F...,2014/3/3,https://initial.inc/companies/A-17078,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-11-4 六本木ビル303,35.664327,139.7320785,株式会社カーニバル,消費者向けサービス・販売,世界中で開催されているイベントの情報を取得、レビューやコメン...,2014/5/23,https://initial.inc/companies/A-15637,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-8-5 和幸ビル6階,35.664084,139.733352,株式会社ディーズリンクプランニング,ビジネスサービス,飲食店専門求人サイト「フーズフー」の運営 飲食業に特化した広...,2007/2/5,https://initial.inc/companies/A-11414,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-10-11-3F,35.663967,139.732047,株式会社ファンアプリ,コンピューター - ソフトウェア,"blog、Facebook、twitter、mixi,etc...",2011/7/1,https://initial.inc/companies/A-11167,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-8-6 パシフィックキャピタルプラザ4F,35.664012,139.733199,株式会社テクノミックス,コンピューター - ソフトウェア,クラウ ドコンピューティング技術を利用した、 企業間での文書...,2010/9/1,https://initial.inc/companies/A-11075,未評価(会社登録のみ)
港区,六本木４丁目,六本木,東京都港区六本木4-1-9 ベルザ六本木305,35.665029,139.735206,ヘラクレスピクチャーズ株式会社,コンピューター - ITサービス,制作部 広告用 CGデザイン制作・GUIデザイン制作・グラフ...,2010/1/20,https://initial.inc/companies/A-05846,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-8-7 六本木三河台ビル7F,35.663949,139.7330685,株式会社コスモウェブ,,カラコンを“バーチャル試着”出来るサイト『カラコンME!』を...,1997/7/1,https://initial.inc/companies/A-05079,未評価(会社登録のみ)
港区,六本木４丁目,六本木,東京都港区六本木4-8-6,35.664012,139.733199,株式会社ディースリー・パブリッシャー,,フィールズの傘下。廉価版ゲームと携帯電話用に強み。欧米市場向...,1992/2/5,https://initial.inc/companies/A-00597,
港区,六本木４丁目,六本木,東京都港区六本木4-1-12 ディオーネビル7階,35.664858,139.7349765,RSSマーケティング株式会社,コンピューター - ITサービス,インターネット情報サービスの提供,2005/10/3,https://initial.inc/companies/A-01608,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-11-4 六本木ビル5F,35.664327,139.7320785,株式会社Cube,ビジネスサービス,S・T・L事業（次世代シニアライフ創造） WEBマーケティン...,2014/7/8,https://initial.inc/companies/A-15676,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-8-6 パシフィックキャピタルプラザ4F,35.664012,139.733199,"Cinemacraft Pte., Ltd.",コンピューター - ソフトウェア,複数のパネルで分割されマンガのコマ割りのような画面を使った画...,2012/6/3,https://initial.inc/companies/A-12413,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-9-2 俳優座ビル802,35.66376,139.7325195,株式会社ワンダービジョン,コンピューター - ソフトウェア,・Web構築に関する受託開発 ・オンラインによるWebページ...,2006/8/1,https://initial.inc/companies/A-04560,調査不能(HPアクセス不能などの事由)
港区,六本木４丁目,六本木,東京都港区六本木4-3-11 六本木ユニハウス205,35.666082,139.733919,株式会社アメイズメント,コンピューター - ITサービス,・Yahoo!ファンクラブ運営代行 ・SNSファンクラブシス...,1998/12/1,https://initial.inc/companies/A-04019,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-1-4 第一黒崎ビル6階,35.665524,139.735962,株式会社フィールプラス,,ゲームソフトの企画・開発・プロデュース 「BLUE DRAG...,1992/5/1,https://initial.inc/companies/A-03869,調査継続
港区,六本木４丁目,六本木,東京都港区六本木4-2-45 高會堂ビル3F,35.665956,139.7343195,フランコープジャパン株式会社,コンピューター - ITサービス,アメリカのフランコープ社の日本エリアライセンシーとして創業。...,2006/9/15,https://initial.inc/companies/A-02201,調査継続
