指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2020/3/9取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
新宿区,中町,-,東京都新宿区中町34-1,35.699679,139.7366325,宮城道雄記念館検校の間,,登録有形文化財(建造物),住宅,建築物,,昭和前,20110725,,,財団法人宮城道雄記念館,
新宿区,中井２丁目,-,東京都新宿区中井2-2096-18,35.71651255,139.6850532,旧島津家住宅アトリエ,,登録有形文化財(建造物),住宅,建築物,,昭和前,20110725,,,,
新宿区,中井２丁目,-,東京都新宿区中井2-1981,35.71651255,139.6850532,栗原家住宅主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20150326,,,,
新宿区,中井２丁目,-,東京都新宿区中井2-1981,35.71651255,139.6850532,栗原家住宅蔵,,登録有形文化財(建造物),住宅,建築物,,昭和前,20150326,,,合名会社栗原商店,
新宿区,中井２丁目,-,東京都新宿区中井2-1981-1,35.71651255,139.6850532,栗原家住宅稲荷社及び石鳥居,,登録有形文化財(建造物),住宅,建築物,,昭和前,20150326,,,,
新宿区,中井２丁目,-,東京都新宿区中井2-1981-1,35.71651255,139.6850532,栗原家住宅門柱及び塀,,登録有形文化財(建造物),住宅,その他工作物,,昭和前,20150326,,,,
中央区,築地３丁目,-,東京都中央区築地、勝どき,35.66723789,139.7730404,勝鬨橋,,国宝・重要文化財(建造物),重要文化財,近代／産業・交通・土木,,昭和,20070618,,,東京都,
中央区,築地３丁目,-,東京都中央区築地三丁目一五〇一番,35.66723789,139.7730404,築地本願寺本堂,,国宝・重要文化財(建造物),重要文化財,近代／宗教,,昭和,20141210,,,築地本願寺,
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-10-4,35.690283,139.7727405,太洋ビルディング（丸石ビルディング）,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20020214,,,株式会社大洋商会,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町二丁目,35.68572467,139.7681167,常盤橋門跡,,史跡名勝天然記念物,史跡,,,,19280324,,,,
港区,台場１丁目,-,東京都港区台場一丁目,35.62963225,139.7756735,品川台場,,史跡名勝天然記念物,史跡,,,,19261020,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,事務所,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,車寄,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,東西倉(東倉）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,北廊,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,東西渡廊（東渡廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,東西橋廊（東橋廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,東西倉(西倉）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,中倉,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,東西橋廊（西橋廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,東西廊（東廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,東西渡廊（西渡廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,東西廊（西廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.676009,139.703175,明治神宮宝物殿,正門,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-36-42,35.681139,139.6895175,代々木能舞台舞台・橋掛・鏡の間,,登録有形文化財(建造物),文化福祉,建築物,,昭和中,20090807,,,,
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-36-42,35.681139,139.6895175,代々木能舞台敷舞台及び座敷,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20090807,,,,
港区,赤坂９丁目,六本木,東京都港区赤坂９－７－４,35.66646,139.730283,紙本著色病草紙断簡（不眠の女）,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19810609,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,色絵花鳥文八角大壺〈伊万里／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19960627,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,色絵五艘船図大平鉢〈伊万里／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19970630,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,小倉山蒔絵硯箱,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19530331,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,桐竹鳳凰蒔絵文台及硯箱,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,桃山,19610217,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,紙本著色三十六歌仙切〈（順）／佐竹家伝来〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19360506,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,紙本著色四季花鳥図〈／六曲屏風〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19840606,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,染付松樹文三脚皿〈鍋島／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,20001204,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,浮線綾螺鈿蒔絵手箱,,国宝・重要文化財(美術品),国宝,工芸品,日本,鎌倉,19370525,19640526,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,紙本墨画善教房絵詞,,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19340130,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,紙本金地著色泰西王侯騎馬図〈／四曲屏風〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,桃山,19590627,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,紙本金地著色南蛮人渡来図〈／六曲屏風〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19960627,,サントリー美術館,公益財団法人サントリー芸術財団,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66646039,139.7302849,清水・住吉図蒔絵螺鈿西洋双六盤,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,桃山,19770611,,サントリー美術館,,
港区,赤坂４丁目,赤坂,東京都港区赤坂四丁目10番36号,35.674263,139.732506,武家屋敷門,,国宝・重要文化財(建造物),重要文化財,近世以前／住宅,,江戸末期,19470226,,,学校法人山脇学園,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.709345,139.719438,近江国香庄文書（三十一通）,,国宝・重要文化財(美術品),重要文化財,古文書,日本,平安～南北朝,19780615,,早稲田大学,早稲田大学,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.709345,139.719438,大槻玄沢関係資料,,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19940628,,早稲田大学,早稲田大学,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.709345,139.719438,玉篇巻第九残巻,,国宝・重要文化財(美術品),国宝,書跡・典籍,中国,唐,,19510609,早稲田大学,早稲田大学,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.709345,139.719438,紙本墨書尾張国解文,,国宝・重要文化財(美術品),重要文化財,古文書,日本,鎌倉,19430609,,早稲田大学,早稲田大学,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.709345,139.719438,紙本墨書東大寺文書（十五通）,,国宝・重要文化財(美術品),重要文化財,古文書,日本,奈良～平安,19400503,,早稲田大学,早稲田大学,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.709345,139.719438,崇光天皇宸翰御願文〈永和二年十一月十一日／伊勢太神宮宛〉,,国宝・重要文化財(美術品),重要文化財,古文書,日本,南北朝,19780615,,早稲田大学,早稲田大学,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.709345,139.719438,埴輪女子像,,国宝・重要文化財(美術品),重要文化財,考古資料,日本,古墳,19580208,,早稲田大学,早稲田大学,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.709345,139.719438,礼記子本疏義巻第五十九,,国宝・重要文化財(美術品),国宝,書跡・典籍,中国,唐,,19521122,早稲田大学,早稲田大学,
千代田区,西神田１丁目,-,東京都千代田区西神田1-1-12,35.699391,139.7573865,カトリック神田教会聖堂,,登録有形文化財(建造物),宗教,建築物,,昭和前,20020214,,,宗教法人カトリック東京大司教区,
千代田区,西新宿２丁目,-,東京県千代田区九段北一丁目32-4,35.68945633,139.6917161,旧山口萬吉邸門及び塀,,登録有形文化財(建造物),住宅,その他工作物,,昭和前,20180510,,,,
千代田区,西新宿２丁目,-,東京県千代田区九段北一丁目32-4,35.68945633,139.6917161,旧山口萬吉邸主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20180510,,,株式会社山口萬吉事務所,
中央区,西新宿２丁目,-,東京県中央区京橋二丁目5-60他,35.68945633,139.6917161,繭山龍泉堂店舗,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20180510,,,株式会社繭山龍泉堂,
中央区,西新宿２丁目,-,東京県中央区新富町一丁目11-3他,35.68945633,139.6917161,新富町躍金楼店舗,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20180510,,,,
中央区,西新宿２丁目,-,東京県中央区日本橋小網町10-5,35.68945633,139.6917161,喜代川店舗,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20180510,,,,
千代田区,神田多町,-,東京都千代田区神田多町2-9,35.694036,139.7688885,松本家住宅主屋,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20000428,,,,
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-3-3,35.696124,139.7693295,山本歯科医院,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20050209,,,,
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台四丁目1番3号,35.698023,139.765518,日本ハリストス正教会教団復活大聖堂（ニコライ堂）,,国宝・重要文化財(建造物),重要文化財,近代／宗教,,明治,19620621,,,日本ハリストス正教会教団,
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-9,35.700453,139.759308,絵唐津松樹文大皿,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19770611,,梅澤記念館,梅澤記念館,
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-9,35.700453,139.759308,古瀬戸黄釉巴文壺,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19530331,,梅澤記念館,梅澤記念館,
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-9,35.700453,139.759308,釉裏紅草花文大壺,,国宝・重要文化財(美術品),重要文化財,工芸品,中国,元,19690620,,梅澤記念館,梅澤記念館,
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-9,35.700453,139.759308,医心方〈巻第廿ニ／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19330123,,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-9,35.700453,139.759308,古葉略類聚鈔,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19311214,,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-9,35.700453,139.759308,古律書残篇,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19330123,,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-9,35.700453,139.759308,秘府略〈巻第八百六十四／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19311214,,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-9,35.700453,139.759308,不空三蔵表制集〈巻第六／（紙背）〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19330123,,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-1,35.697591,139.7614905,岩宿遺跡出土品,,国宝・重要文化財(美術品),重要文化財,考古資料,日本,旧石器,19750612,,明治大学,明治大学,
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-1,35.697591,139.7614905,神奈川県夏島貝塚出土品,,国宝・重要文化財(美術品),重要文化財,考古資料,日本,縄文,19980630,,明治大学,明治大学,
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-1,35.697591,139.7614905,埼玉県砂川遺跡出土品,,国宝・重要文化財(美術品),重要文化財,考古資料,日本,旧石器,19930120,,明治大学,明治大学,
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-1,35.697591,139.7614905,下野出流原遺跡出土品,,国宝・重要文化財(美術品),重要文化財,考古資料,日本,弥生,19820605,,明治大学,明治大学,
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町3-28,35.693352,139.758939,学士会館,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20030131,,,社団法人学士会,
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-24-4,35.665731,139.702212,能本〈世阿弥筆／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,室町,19720530,,一般財団法人観世文庫,一般財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面翁（白色尉）（伝弥勒作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,南北朝,19620621,,観世文庫,観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面皺尉（伝福来作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,,観世文庫,観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面父尉（伝弥勒作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19620621,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面延命冠者（伝文蔵作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19620621,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面大悪尉（伝赤鶴作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19620621,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面鼻瘤悪尉（伝福来作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19620621,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面慈童（伝竜右衛門作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19620621,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面翁（黒色尉）（伝日光作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,南北朝,19640128,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面子牛尉（伝小牛作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面阿古父尉（伝小牛作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面笑尉（伝小牛作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面朝倉尉（伝福来作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面大飛出（伝赤鶴作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.664849,139.7037645,能面天神（伝赤鶴作）,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-2-41他,35.701605,139.74048,旧常盤家本館（石合家住宅主屋）,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20111028,,,,
中央区,新富２丁目,-,東京都中央区新富2-6-13,35.671293,139.7737035,大野屋總本店店舗,,登録有形文化財(建造物),産業3次,建築物,,大正,20140425,,,,
中央区,新川１丁目,-,東京都中央区新川、江東区佐賀,35.6767626,139.782312,永代橋,,国宝・重要文化財(建造物),重要文化財,近代／産業・交通・土木,,大正,20070618,,,東京都,
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-5-2,35.667918,139.756176,堀商店,,登録有形文化財(建造物),産業3次,建築物,,昭和前,19980421,,,,
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４丁目２−９,35.6592647,139.7107492,ミュージアム１９９９（旧千葉常五郎邸）,,登録有形文化財(建造物),住宅,建築物,,昭和前,20180510,,,ミュージアム一九九九株式会社,
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-22他,35.65966249,139.7109657,青山学院ベリーホール,,登録有形文化財(建造物),学校,建築物,,昭和前,20080418,,,学校法人青山学院,
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-22他,35.65966249,139.7109657,青山学院間島記念館,,登録有形文化財(建造物),学校,建築物,,昭和前,20080418,,,学校法人青山学院,
新宿区,若宮町,-,東京都新宿区若宮町39番,35.698347,139.738437,旧馬場家牛込邸,,国宝・重要文化財(建造物),重要文化財,近代／住居,,昭和,20140918,,,国（最高裁判所）,
港区,芝公園４丁目,-,東京都港区芝公園4-407-6,35.65556377,139.748575,東京タワー,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20130621,,,株式会社 東京タワー,
港区,芝公園４丁目,-,東京都港区芝公園4-9-8,35.654058,139.7468475,妙定院上土蔵,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,,宗教法人妙定院,
港区,芝公園４丁目,-,東京都港区芝公園4-9-8,35.654058,139.7468475,妙定院熊野堂,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,,宗教法人妙定院,
港区,芝公園４丁目,-,東京都港区芝公園四丁目7番35号,35.657397,139.7482695,増上寺三解脱門,,国宝・重要文化財(建造物),重要文化財,近世以前／寺院,,江戸前期,19150326,,,増上寺,
港区,芝公園４丁目,-,東京都港区芝公園四丁目8番2号,35.655966,139.7498265,旧台徳院霊廟惣門,,国宝・重要文化財(建造物),重要文化財,近世以前／神社,,江戸前期,19300523,,,,
港区,芝公園３丁目,虎ノ門,東京都港区芝公園三丁目3番,35.658297,139.747896,有章院（徳川家継）霊廟二天門,,国宝・重要文化財(建造物),重要文化財,近世以前／神社,,江戸中期,19300523,,,,
港区,芝公園１丁目,-,東京都港区芝公園1-8-16,35.657397,139.750911,廣度院表門及び練塀,,登録有形文化財(建造物),宗教,その他工作,,江戸,19981211,,,廣度院,
港区,芝公園１丁目,-,東京都港区芝公園1-8-9,35.657595,139.751928,常照院本堂内陣,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,,宗教法人常照院,
新宿区,市谷山伏町,-,東京都新宿区市谷山伏町,35.69992726,139.7285514,林氏墓地,,史跡名勝天然記念物,史跡,,,,19261020,,,,
新宿区,市谷左内町,-,東京都新宿区市谷左内町29,35.694585,139.733478,一瀬家住宅主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20060302,,,,
新宿区,市谷左内町,-,東京都新宿区市谷左内町29,35.694585,139.733478,一瀬家住宅倉庫,,登録有形文化財(建造物),住宅,建築物,,昭和前,20060327,,,,
港区,三田４丁目,-,東京都港区三田4-8-19,35.642556,139.7386215,キリスト友会フレンズセンター,,登録有形文化財(建造物),宗教,建築物,,大正,20051226,,,宗教法人キリスト友会日本年会,
港区,三田４丁目,-,東京都港区三田四丁目,35.64130532,139.7393482,荻生徂徠墓,,史跡名勝天然記念物,史跡,,,,19490713,,,,
港区,三田２丁目,-,東京都港区三田2-15-45,35.648406,139.7430855,岩偶,,国宝・重要文化財(美術品),重要文化財,考古資料,日本,縄文,19740608,,学校法人慶應義塾,学校法人慶應義塾,
港区,三田２丁目,-,東京都港区三田2-15-45,35.648406,139.7430855,岩版,,国宝・重要文化財(美術品),重要文化財,考古資料,日本,縄文,19740608,,学校法人慶應義塾,学校法人慶應義塾,
港区,三田２丁目,-,東京都港区三田2-15-45,35.648406,139.7430855,後鳥羽院御抄〈并／〉越部禅尼消息,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,南北朝,19740608,,学校法人慶應義塾,学校法人慶應義塾,
港区,三田２丁目,-,東京都港区三田2-15-45,35.648406,139.7430855,相良家文書,,国宝・重要文化財(美術品),重要文化財,古文書,日本,鎌倉～江戸,19770611,,学校法人慶應義塾,学校法人慶應義塾,
港区,三田２丁目,-,東京都港区三田2-15-45,35.648406,139.7430855,大かうさまくんきのうち〈太田牛一筆／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,江戸,19740608,,学校法人慶應義塾,学校法人慶應義塾,
港区,三田２丁目,-,東京都港区三田2-15-45,35.648406,139.7430855,対馬宗家関係資料,,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸～明治,20080710,,学校法人慶應義塾,学校法人慶應義塾,
港区,三田２丁目,-,東京都港区三田2-15-45,35.648406,139.7430855,武蔵国日吉矢上古墳出土品,,国宝・重要文化財(美術品),重要文化財,考古資料,日本,古墳,19400503,,学校法人慶應義塾,学校法人慶應義塾,
港区,三田２丁目,-,東京都港区三田二丁目15番45号,35.648406,139.7430855,慶応義塾図書館,,国宝・重要文化財(建造物),重要文化財,近代／学校,,明治,19690312,,,学校法人慶応義塾,
港区,三田２丁目,-,東京都港区三田二丁目15番45号,35.648406,139.7430855,慶応義塾三田演説館,,国宝・重要文化財(建造物),重要文化財,近代／学校,,明治,19670615,,,学校法人慶応義塾,
港区,高輪２丁目,-,東京都港区高輪二丁目,35.63622768,139.7373466,高輪大木戸跡,,史跡名勝天然記念物,史跡,,,,19280207,,,,
港区,高輪２丁目,-,東京都港区高輪二丁目,35.63622768,139.7373466,浅野長矩墓および赤穂義士墓,,史跡名勝天然記念物,史跡,,,,19220308,,,,
千代田区,皇居外苑,-,東京都千代田区皇居外苑,35.68049914,139.7586036,旧江戸城外桜田門,櫓門,国宝・重要文化財(建造物),重要文化財,近世以前／城郭,,江戸中期,19610607,,,国(環境省),皇居外苑管理事務所
千代田区,皇居外苑,-,東京都千代田区皇居外苑,35.68049914,139.7586036,旧江戸城外桜田門,外桜田門,国宝・重要文化財(建造物),重要文化財,近世以前／城郭,,江戸中期,19610607,,,国(環境省),
港区,港南４丁目,-,東京都港区港南4-5-7,35.624781,139.747419,東京水産大学雲鷹丸,,登録有形文化財(建造物),その他,その他工作,,明治,19981211,,,国立大学法人東京海洋大学,
渋谷区,広尾５丁目,-,東京都渋谷区広尾五丁目2-2,35.650611,139.7202795,上宮寺本堂,,登録有形文化財(建造物),宗教,建築物,,大正,20171027,,,宗教法人上宮寺,
渋谷区,広尾５丁目,-,東京都渋谷区広尾五丁目2-2,35.650611,139.7202795,上宮寺鐘楼,,登録有形文化財(建造物),宗教,その他工作物,,大正,20171027,,,宗教法人上宮寺,
渋谷区,広尾５丁目,-,東京都渋谷区広尾五丁目2-2,35.650611,139.7202795,上宮寺本堂応接部,,登録有形文化財(建造物),宗教,建築物,,大正,20171027,,,宗教法人上宮寺,
渋谷区,広尾４丁目,-,東京都渋谷区広尾四丁目1番地4,35.654022,139.7210895,旧久邇宮邸（聖心女子大学）,御常御殿・小食堂,国宝・重要文化財(建造物),重要文化財,近代／住居,,大正,20171128,,,学校法人聖心女子学院,
渋谷区,広尾４丁目,-,東京都渋谷区広尾四丁目1番地4,35.654022,139.7210895,旧久邇宮邸（聖心女子大学）,正門,国宝・重要文化財(建造物),重要文化財,近代／住居,,大正,20171128,,,学校法人聖心女子学院,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662878,139.7422215,大橋茶寮茶室葵,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662878,139.7422215,大橋茶寮茶室山吹,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,,,
