指標名,コンビニ,,,,,
渋谷区,神山町,-,東京都渋谷区神山町7-13,35.664453,139.6934505,ファミリーマート 渋谷神山町店
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-17-10,35.665272,139.703328,ファミリーマート 神宮前店
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-28-3,35.667405,139.704174,ローソン 神宮前六丁目店
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目9-1,35.66718,139.7055195,ファミリーマート 表参道中央店
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5丁目12-14,35.66673,139.706883,ファミリーマート 表参道南店
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5丁目1番9号,35.665443,139.709646,ファミリーマート 神宮前五丁目南店
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5丁目29-7,35.664174,139.7031975,ファミリーマート 神宮前五丁目店
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5丁目52-2,35.662725,139.708863,ファミリーマート 青山オーバルビル店
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-29-3,35.668251,139.7065095,ローソン 神宮前四丁目店
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-8-1,35.668242,139.711761,セブンイレブン 神宮前店
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4丁目2番12,35.666334,139.7109915,セブンイレブン 原宿表参道店
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-25-5,35.671446,139.7081385,セブンイレブン 渋谷原宿通り店
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-35-8,35.671824,139.7123865,ナチュラルローソン 神宮外苑西店
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-3-8ラグラシア表参道1階,35.669025,139.712805,ローソン 神宮前三丁目店
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-42-16,35.671806,139.7141775,ニューヤマザキデイリーストア 神宮前店
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3丁目20-9,35.669808,139.7081295,ファミリーマート 原宿神宮前店
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3丁目21-21,35.670681,139.7075175,ファミリーマート 原宿ストリート店
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3丁目7-7 金井ビル,35.670744,139.7132055,ファミリーマート 神宮前三丁目店
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-25-5,35.674137,139.7105505,別所商店
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-25-5,35.674137,139.7105505,セブンイレブン 渋谷神宮前2丁目西店
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-12-2,35.674173,139.712346,ミニストップ 神宮前2丁目店
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2丁目32-1,35.67222,139.708899,ファミリーマート 神宮前二丁目店
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2丁目6番10号,35.672742,139.7115135,セブンイレブン 神宮外苑西店
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-4-16,35.672274,139.707729,ローソン 神宮前一丁目店
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-5-8,35.67159,139.706262,ローソンサテライト 神宮前タワービルディング店
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-6-12,35.671122,139.705164,セブンイレブン 原宿竹下通り店
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1丁目13番17号シャンゼール原宿2号館 B1F,35.669646,139.703481,ファミリーマート 原宿駅東店
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1丁目19-11,35.671923,139.703355,ファミリーマート 原宿竹下口店
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1丁目8-8,35.669934,139.7062035,ミニストップ 神宮前1丁目店
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6-77,35.702424,139.737573,ファミリーマート 神楽坂店
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6丁目32,35.703738,139.7358,ファミリーマート 神楽坂上店
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3丁目2-7,35.701605,139.74048,セブンイレブン 新宿神楽坂3丁目店
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3丁目2番地20,35.701173,139.7411955,ファミリーマート 神楽坂三丁目店
新宿区,神楽坂２丁目,-,東京都新宿区神楽坂2-10カグラヒルズ,35.70084,139.742208,ファミリーマート 神楽坂下店
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1-13 有楽町線飯田橋駅構内,35.701029,139.74264,ナチュラルローソン 飯田橋メトロピア店
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1-13,35.701029,139.74264,ローソン 飯田橋メトロピア店
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1丁目1番地,35.698833,139.7408895,ファミリーマート 神楽坂一丁目店
中央区,新富２丁目,-,東京都中央区新富2-2-8,35.671464,139.7725335,セブンイレブン 中央区役所前店
中央区,新富１丁目,-,東京都中央区新富1-7-17,35.672553,139.7737395,ローソン 新富一丁目店
中央区,新川２丁目,-,東京都中央区新川2-12-6,35.675298,139.781898,セブンイレブン 中央区新川2丁目店
中央区,新川２丁目,-,東京都中央区新川2-16-10,35.675118,139.782573,ローソン H新川二丁目店
中央区,新川２丁目,-,東京都中央区新川2-22-1いちご新川ビル,35.674389,139.781844,ナチュラルローソン NL新川二丁目店
中央区,新川２丁目,-,東京都中央区新川2-27-2,35.674245,139.78431,セブンイレブン 東京住友ツインビル西館店
中央区,新川２丁目,-,東京都中央区新川2-6-2,35.676585,139.7813445,ファミリーマート 新川二丁目店
中央区,新川２丁目,-,東京都中央区新川2丁目27-1,35.673615,139.7844675,リーベンハウス住友ツインビル店
中央区,新川２丁目,-,東京都中央区新川2丁目28-1,35.67348,139.782762,ファミリーマート 新川中央大橋店
中央区,新川１丁目,-,東京都中央区新川1-3-10,35.678313,139.7816145,コミストキッチン 新川一丁目店
中央区,新川１丁目,-,東京都中央区新川1-3-10,35.678313,139.7816145,コミュニティ・ストア 新川 新川一丁目店
中央区,新川１丁目,-,東京都中央区新川1-28-38 東京ダイヤビルディング1号館1F,35.675127,139.7845395,生活彩家 新川ダイヤビル店
中央区,新川１丁目,-,東京都中央区新川1-16-4,35.677413,139.784067,セブンイレブン 中央区新川1永代通店
中央区,新川１丁目,-,東京都中央区新川1-16-7,35.677215,139.784004,株式会社エムエスツー
中央区,新川１丁目,-,東京都中央区新川1-24-1,35.676756,139.785183,ナチュラルローソン 新川一丁目店
中央区,新川１丁目,-,東京都中央区新川1-2-8山京ビル,35.678808,139.7826045,ファミリーマート 茅場町駅東店
中央区,新川１丁目,-,東京都中央区新川1-8-3 アムール新川,35.678232,139.7828025,ポプラ 茅場町店
中央区,新川１丁目,-,東京都中央区新川1丁目21-5,35.676936,139.78593,セブンイレブン 中央区新川1丁目店
中央区,新川１丁目,-,東京都中央区新川1丁目25番12号,35.676306,139.784553,ミニストップ 新川1丁目店
新宿区,新小川町,-,東京都新宿区新小川町1-16,35.704512,139.743774,ファミリーマート 飯田橋駅北店
新宿区,新小川町,-,東京都新宿区新小川町4-1,35.705223,139.74345,セブンイレブン 新宿新小川町店
新宿区,新小川町,-,東京都新宿区新小川町6-40,35.706753,139.7430405,ローソン 新小川町店
新宿区,新小川町,-,東京都新宿区新小川町7-17飯田橋三幸ビル,35.707986,139.7411955,ファミリーマート 新宿新小川町店
新宿区,新小川町,-,東京都新宿区新小川町8-9,35.706105,139.7407275,ローソン 新宿新小川町店
新宿区,新宿７丁目,-,東京都新宿区新宿7-27-12,35.699355,139.7080215,ローソン 東新宿明治通店
新宿区,新宿７丁目,-,東京都新宿区新宿7-27-47,35.699355,139.7080215,セブンイレブン 新宿7丁目店
新宿区,新宿７丁目,-,東京都新宿区新宿7丁目2-4,35.69796,139.712814,ファミリーマート 新宿七丁目店
新宿区,新宿６丁目,-,東京都新宿区新宿6-24-16,35.697456,139.71042,ポプラ 東大久保店
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-2,35.695998,139.709502,ローソンストア100 LS新宿文化センター前店
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-30 1F,35.696682,139.708782,ローソンサテライト 新宿イーストサイドスクエア店
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-30 B1F,35.696682,139.708782,ローソン 新宿イーストサイドスクエア店
新宿区,新宿６丁目,-,東京都新宿区新宿6-29ー5,35.696943,139.7075895,ファミリーマート 東新宿明治通り店
新宿区,新宿６丁目,-,東京都新宿区新宿6-6-1,35.693469,139.7095605,ファミリーマート 東京医科大学前店
新宿区,新宿６丁目,-,東京都新宿区新宿6-9-1,35.693568,139.7086155,セブンイレブン 新宿6丁目店
新宿区,新宿６丁目,-,東京都新宿区新宿6丁目2-2,35.693271,139.7111985,セブンイレブン 東京医科大前店
新宿区,新宿６丁目,-,東京都新宿区新宿6丁目332番15,35.69715777,139.7102471,セブンイレブン 新宿6丁目文化センター通り店
新宿区,新宿５丁目,-,東京都新宿区新宿5-11-13,35.693307,139.7071395,ローソン 新宿医大通店
新宿区,新宿５丁目,-,東京都新宿区新宿5-13-9,35.694783,139.707558,ファミリーマート 東新宿店
新宿区,新宿５丁目,-,東京都新宿区新宿5-17-13オリエンタルウェーブビル,35.692929,139.7052765,ファミリーマート 新宿靖国通り店
新宿区,新宿５丁目,-,東京都新宿区新宿5-18-14,35.694648,139.70655,ファミリーマート 新宿五丁目店
新宿区,新宿５丁目,-,東京都新宿区新宿5-2-3,35.691723,139.7115585,ファミリーマート 旧厚生年金会館前店
新宿区,新宿５丁目,-,東京都新宿区新宿5-6-2,35.691912,139.7094435,ローソンストア100 LS新宿五丁目店
新宿区,新宿５丁目,-,東京都新宿区新宿5丁目11-2,35.69211,139.7078415,セブンイレブン 新宿5丁目靖国通り店
新宿区,新宿５丁目,-,東京都新宿区新宿5丁目8-2,35.69193,139.709043,ファミリーマート 新宿五丁目東店
新宿区,新宿４丁目,-,東京都新宿区新宿4-1-6,35.688555,139.7025855,ナチュラルローソンミライナタワー店
新宿区,新宿４丁目,-,東京都新宿区新宿4-1-6,35.688555,139.7025855,ナチュラルローソン JR新宿ミライナタワー店
新宿区,新宿４丁目,-,東京都新宿区新宿4-2-16,35.689428,139.703679,ファミリーマート 新宿四丁目交差点前店
新宿区,新宿４丁目,-,東京都新宿区新宿4-3-12,35.688204,139.7032965,セブンイレブン 新宿4丁目明治通り店
新宿区,新宿４丁目,-,東京都新宿区新宿4-3-23,35.689509,139.7042955,ローソン 新宿四丁目店
新宿区,新宿４丁目,-,東京都新宿区新宿4丁目1-22,35.688384,139.702896,ファミリーマート 新宿四丁目店
新宿区,新宿３丁目,-,東京都新宿区新宿3-12-7,35.69202,139.7063025,デイリーヤマザキ 新宿3丁目店
新宿区,新宿３丁目,-,東京都新宿区新宿3-13-5,35.69211,139.7059155,ローソン 新宿三丁目北店
新宿区,新宿３丁目,-,東京都新宿区新宿3-21-7 東新ビル,35.693037,139.702383,ファミリーマート 新宿三丁目店
新宿区,新宿３丁目,-,東京都新宿区新宿3-24-3,35.692704,139.7013075,セブンイレブン 新宿アルタ店
新宿区,新宿３丁目,-,東京都新宿区新宿3-34-11,35.690553,139.702779,ローソン 新宿三丁目中央通店
新宿区,新宿３丁目,-,東京都新宿区新宿3-38-2 新宿駅新南口改札外,35.689653,139.700475,NEWDAYS(ニューデイズ) 新宿新南店
新宿区,新宿３丁目,-,東京都新宿区新宿3-38-2 新宿駅中央線下りホーム9・10番線中野寄り,35.689653,139.700475,NEWDAYS(ニューデイズ) 新宿36号店
新宿区,新宿３丁目,-,東京都新宿区新宿3-38-2 新宿駅東口改札内北通路,35.689653,139.700475,NEWDAYS(ニューデイズ) 新宿東口店
新宿区,新宿３丁目,-,東京都新宿区新宿3-38-2 新宿駅南口改札内コンコース中央,35.689653,139.700475,NEWDAYS(ニューデイズ) 新宿12号店
新宿区,新宿３丁目,-,東京都新宿区新宿3-38-2 新宿南口改札内,35.689653,139.700475,NEWDAYS(ニューデイズ) 新宿50号店
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目14-1,35.691579,139.7046465,セブンイレブン ROYAL伊勢丹新宿店
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目2-4M&Eビル,35.69049,139.7063835,ファミリーマート 新宿要通り店
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目32番10号 松井ビル1階,35.690049,139.704057,ファミリーマート 新宿三丁目南店
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目35-18,35.689959,139.7030085,セブンイレブン 新宿3丁目店
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目38-1,35.691507,139.7010555,ニューデイズ新宿
新宿区,新宿２丁目,-,東京都新宿区新宿2-13-10,35.690445,139.708395,ローソン 新宿三丁目駅前店
新宿区,新宿２丁目,-,東京都新宿区新宿2ー3ー11,35.689212,139.707873,セブンイレブン 新宿2丁目店
新宿区,新宿２丁目,-,東京都新宿区新宿2-6-4,35.689995,139.707108,セブンイレブン 新宿2丁目新宿通り店
新宿区,新宿２丁目,-,東京都新宿区新宿2丁目19-1,35.691192,139.707567,ファミリーマート ビッグス新宿ビル店
新宿区,新宿２丁目,-,東京都新宿区新宿2丁目19-9新宿カドビル,35.691723,139.707369,ファミリーマート 御苑大通り店
新宿区,新宿２丁目,-,東京都新宿区新宿2丁目7-1 不二川ビル,35.689383,139.7084265,ファミリーマート 新宿御苑駅西店
新宿区,新宿２丁目,-,東京都新宿区新宿2丁目8-1,35.689005,139.7096955,ファミリーマート 新宿通り店
新宿区,新宿１丁目,-,東京都新宿区新宿1-13-1,35.688933,139.711869,ファミリーマート 新宿御苑駅前店
新宿区,新宿１丁目,-,東京都新宿区新宿1-15-5,35.689617,139.710123,ローソン H新宿御苑北店
新宿区,新宿１丁目,-,東京都新宿区新宿1-1-8,35.68779,139.7129715,セブンイレブン 新宿1丁目新宿通り店
新宿区,新宿１丁目,-,東京都新宿区新宿1-23-1,35.688789,139.714164,セブンイレブン 新宿御苑前本通り店
新宿区,新宿１丁目,-,東京都新宿区新宿1-26-6,35.690931,139.714326,ローソン 新宿一丁目店
新宿区,新宿１丁目,-,東京都新宿区新宿1-30-16 ルネ新宿御苑タワ-1階,35.689995,139.7132775,ミニストップ 新宿花園通り店
新宿区,新宿１丁目,-,東京都新宿区新宿1-34-16,35.691066,139.711221,ローソンストア100 LS新宿一丁目店
新宿区,新宿１丁目,-,東京都新宿区新宿1-8-5,35.688762,139.711086,ローソン 新宿御苑中央店
新宿区,新宿１丁目,-,東京都新宿区新宿1-9-4,35.68842,139.712229,ローソン 新宿御苑駅前店
新宿区,新宿１丁目,-,東京都新宿区新宿1丁目28番10,35.691066,139.7126655,セブンイレブン 新宿1丁目店
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-20-1,35.661105,139.754511,ナチュラルローソン 新橋六丁目店
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6丁目16-10,35.662113,139.75227,セブンイレブン 御成門駅北店
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6丁目17-15,35.661078,139.751928,ファミリーマート ミヤモトドラッグ御成門店
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6丁目17-17,35.661375,139.7518965,ファミリーマート 御成門店
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-27-1,35.662914,139.754763,ローソン 新橋五丁目店
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-13-1,35.663094,139.7570355,セブンイレブン 新橋第一京浜店
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-34-3,35.66295,139.753647,セブンイレブン 新橋5丁目店
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5丁目14-10新橋スクエアビル,35.661924,139.7561175,ファミリーマート 新橋五丁目店
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5丁目2番10号,35.664012,139.75326,ファミリーマート 新橋日比谷通り店
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-10-2,35.664741,139.7562255,ローソン 新橋四丁目店
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-19-10,35.664273,139.7573415,ファミリーマート 新橋西口通り店
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4丁目19-4 コンシェリア新橋,35.664345,139.757706,ファミリーマート 新橋四丁目店
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-7-9,35.665443,139.7549565,ファミリーマート 新橋赤レンガ通り店
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-14-6,35.666694,139.755411,ローソン 新橋烏森通店
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-10-3,35.667252,139.755879,セブンイレブン 新橋2丁目店
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-15-17,35.666685,139.75596,ファミリーマート 新橋烏森通り店
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-19-2新橋藤ビル,35.666784,139.7595105,ファミリーマート 新橋二丁目店
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-2-9,35.667837,139.7549565,ローソン 新橋日比谷通店
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-8-9,35.667072,139.7570175,セブンイレブン 新橋SL広場前店
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2丁目10-5,35.666937,139.7556945,ファミリーマート 新橋仲通り南店
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2丁目15-9エスプラザ弥生ビル2,35.66628,139.7566575,ファミリーマート 新橋駅西店
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-1-13,35.669052,139.7562885,ローソンサテライト アーバンネット内幸町ビル店
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-15-7,35.668089,139.757283,ローソン 新橋一丁目店
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-18-1,35.668881,139.755465,ミニストップ 新橋1丁目店
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1丁目11-7新橋センタープレイス,35.667468,139.7591505,ファミリーマート メトロ新橋駅店
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1丁目14番3号,35.668242,139.7576205,ファミリーマート フレッサイン新橋店
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1丁目34番地1,35.66745351,139.7595941,セブンイレブン 新橋駅前店
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1丁目7番1号,35.667,139.7610495,ファミリーマート 銀座中央通り店
新宿区,信濃町,-,東京都新宿区信濃町 JR信濃町駅 改札外・正面,35.68214236,139.7204031,NEWDAYS(ニューデイズ) 信濃町
新宿区,信濃町,-,東京都新宿区信濃町31番地,35.681346,139.7196855,ミニストップ 信濃町駅北口店
新宿区,信濃町,-,東京都新宿区信濃町35-1,35.681499,139.718223,ナチュラルローソン 慶應義塾大学病院1号館店
新宿区,信濃町,-,東京都新宿区信濃町8番外苑北SRCビル1F,35.682507,139.719231,ファミリーマート 新宿信濃町店
新宿区,上落合３丁目,-,東京都新宿区上落合3-23-6,35.710722,139.682007,セブンイレブン 新宿上落合3丁目店
新宿区,上落合３丁目,-,東京都新宿区上落合3-5-1,35.711856,139.6849275,セブンイレブン 新宿上落合3丁目山手通り店
新宿区,上落合３丁目,-,東京都新宿区上落合3-8-27,35.710686,139.6845,セブンイレブン 新宿落合駅前店
新宿区,上落合２丁目,-,東京都新宿区上落合2-29-6,35.710821,139.6851345,ファミリーマート 上落合二丁目店
新宿区,上落合２丁目,-,東京都新宿区上落合2丁目8-16,35.714079,139.690161,ファミリーマート 新宿上落合店
新宿区,上落合１丁目,-,東京都新宿区上落合1-16-3,35.715483,139.6941075,ローソン 新宿上落合店
新宿区,上落合１丁目,-,東京都新宿区上落合1-27-8,35.712396,139.690026,ローソン・スリーエフ 新宿上落合一丁目店
新宿区,上落合１丁目,-,東京都新宿区上落合1-29-7,35.711442,139.6897785,セブンイレブン 新宿上落合1丁目店
渋谷区,上原３丁目,-,東京都渋谷区上原3-15-2,35.665371,139.678524,セブンイレブン 渋谷上原3丁目店
渋谷区,上原３丁目,-,東京都渋谷区上原3丁目6-6オークハウス1F,35.667783,139.6792935,ファミリーマート 上原三丁目店
渋谷区,上原２丁目,-,東京都渋谷区上原2-28-3,35.663265,139.6825425,セブンイレブン 渋谷上原2丁目店
渋谷区,上原２丁目,-,東京都渋谷区上原2-43-7,35.667261,139.68153,ローソン 渋谷上原二丁目店
渋谷区,上原１丁目,-,東京都渋谷区上原1-3-4,35.668287,139.6870785,セブンイレブン 上原店
渋谷区,松涛１丁目,-,東京都渋谷区松濤1丁目29-1渋谷クロスロードビル1F,35.660088,139.6952775,ファミリーマート 渋谷松濤一丁目店
中央区,勝どき５丁目,-,東京都中央区勝どき5丁目10-6,35.655966,139.772169,ファミリーマート 勝どき五丁目店
中央区,勝どき５丁目,-,東京都中央区勝どき5丁目3-2,35.656668,139.772637,セブンイレブン 勝どき5丁目店
中央区,勝どき４丁目,-,東京都中央区勝どき4-2,35.657811,139.776084,ローソン 勝どき四丁目店
中央区,勝どき４丁目,-,東京都中央区勝どき4丁目1-2,35.658198,139.776768,ファミリーマート 勝どき駅前店
中央区,勝どき３丁目,-,東京都中央区勝どき3丁目2-3,35.660025,139.774725,ファミリーマート 勝どき三丁目店
中央区,勝どき２丁目,-,東京都中央区勝どき2-15-1,35.658099,139.7785095,ローソン 勝どき二丁目店
中央区,勝どき２丁目,-,東京都中央区勝どき2-9-12,35.659215,139.7781135,ポプラ 勝どき店
中央区,勝どき１丁目,-,東京都中央区勝どき1-3-3,35.660763,139.776957,セブンイレブン 勝どきグロウスタウン店
中央区,勝どき１丁目,-,東京都中央区勝どき1丁目8番1号,35.659764,139.7766735,セブンイレブン 勝どき駅前店
渋谷区,初台２丁目,-,東京都渋谷区初台2-6-9,35.675136,139.6849365,セブンイレブン 初台店
渋谷区,初台１丁目,-,東京都渋谷区初台1-10-7,35.678484,139.686759,ローソン 渋谷初台一丁目店
渋谷区,初台１丁目,-,東京都渋谷区初台1-47-1,35.681742,139.6878345,ローソン H初台一丁目店
渋谷区,初台１丁目,-,東京都渋谷区初台1丁目37-5,35.679852,139.686912,セブンイレブン 渋谷初台1丁目店
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4丁目4番25号,35.659107,139.7096685,セブンイレブン IVYCS青山学院女子短期大学店
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4丁目4番25号,35.659107,139.7096685,セブンイレブン IVYCS青山学院大学1号館店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-12-22,35.656407,139.7057175,ファミリーマート 渋谷明治通り店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-13-5,35.655786,139.706424,セブンイレブン 渋谷3丁目明治通り店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-15-3,35.655777,139.7056545,ローソン 渋谷三丁目明治通り店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-19-1,35.657676,139.7027385,セブンイレブン 渋谷駅東口店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-28-8,35.656038,139.704273,ローソン 渋谷三丁目店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-6-1 イースト渋谷ビル1F,35.657901,139.7048175,セブンイレブン 渋谷3丁目六本木通り店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-8-12,35.657523,139.7041335,ローソン 渋谷警察署南店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目17番2号,35.656749,139.704255,ファミリーマート 渋谷三丁目店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目26-3渋谷ガーデンフロント,35.654976,139.7050605,ファミリーマート 渋谷ガーデンフロント店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目6-3 清水ビル,35.657892,139.7051775,ファミリーマート 渋谷警察東店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2,35.6590546,139.7050225,メトロス 銀座線上りホーム中央店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2,35.6590546,139.7050225,メトロス 半蔵門線ホーム錦糸町寄り店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2,35.6590546,139.7050225,メトロス 渋谷駅 宮益坂口改札付近店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2,35.6590546,139.7050225,メトロス 銀座線JR改札付近店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-24-12,35.65908,139.7021445,LAWSON+toks渋谷スクランブルスクエア店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-24-12,35.65908,139.7021445,ローソンサテライト +toks渋谷スクランブルスクエア2号店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-24-12,35.65908,139.7021445,ローソンサテライト +toks渋谷スクランブルスクエアミクシィ店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-2-5,35.660268,139.7086965,ローソン 渋谷二丁目店
渋谷区,渋谷２丁目,-,東京都渋谷区 渋谷駅1番線ホーム,35.6590546,139.7050225,NewDays KIOSK 渋谷駅1番線ホーム店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷 渋谷駅2番線山手線内回りホーム,35.6590546,139.7050225,KIOSK(キオスク) 渋谷1号店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-10-13,35.660142,139.706424,セブンイレブン 渋谷金王坂上店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-12-12,35.65863,139.708278,セブンイレブン 渋谷区渋谷2の南店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-12-4,35.65935,139.7078145,セブンイレブン 渋谷2丁目中央店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1,35.659116,139.7039265,ローソン 渋谷ヒカリエ店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目11番3号,35.65989,139.707396,ファミリーマート 渋谷二丁目中央店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目15-1,35.658792,139.705317,ファミリーマート 渋谷クロスタワー店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目20-11 小寺ビル1F,35.659413,139.702842,ファミリーマート 宮益坂下店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目9-9,35.660628,139.707225,ファミリーマート 渋谷二丁目店
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-10-1八千代ビル1階,35.660745,139.7049345,ローソン 渋谷一丁目店
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-11-1,35.661024,139.7044485,ナチュラルローソン 渋谷一丁目店
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-11-6,35.660817,139.704489,セブンイレブン 渋谷1丁目店
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-12-13,35.660178,139.7041065,ローソン JPローソン渋谷郵便局店
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-24-6マトリクスツービル,35.660718,139.702023,ファミリーマート 渋谷一丁目店
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-2-5,35.661762,139.706658,ローソンサテライト MFPR渋谷店
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-7-5青山セブンハイツ,35.660745,139.7062395,ファミリーマート 宮益坂上店
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目22-10 第2東邦ビル,35.663175,139.7026755,ファミリーマート 渋谷キャットストリート店
新宿区,住吉町,-,東京都新宿区住吉町1-15,35.692173,139.722336,ファミリーマート 曙橋店
新宿区,住吉町,-,東京都新宿区住吉町5-7,35.693109,139.720986,セブンイレブン 新宿曙橋通り店
新宿区,住吉町,-,東京都新宿区住吉町7-5,35.69256,139.7226195,ローソン 新宿曙橋店
新宿区,住吉町,-,東京都新宿区住吉町8-22,35.693388,139.721292,ローソンストア100 LS新宿住吉町店
新宿区,住吉町,-,東京都新宿区住吉町8-3,35.693046,139.7238885,セブンイレブン 新宿曙橋駅東店
