指標名,薬局,,,,,,
出典,病院なび,,,,,,
年次,2022/1/18取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件）",,,,,,
港区,元麻布３丁目,-,東京都港区元麻布3-1-38 第5谷澤ビル7A,35.65842,139.72768,ヒルサイド薬局,https://byoinnavi.jp/pharm/162596
港区,赤坂２丁目,赤坂,東京都港区赤坂2-11-15 MY赤坂ビル1階,35.67044,139.74103,エール薬局 赤坂店,https://byoinnavi.jp/pharm/162606
港区,赤坂５丁目,赤坂,東京都港区赤坂5-4-6 赤坂三辻ビル地下1階,35.67225,139.73606,赤坂駅前薬局,https://byoinnavi.jp/pharm/162603
港区,東麻布２丁目,-,東京都港区東麻布2-5-1 トーカンマンション105,35.65728,139.74168,東麻布薬局,https://byoinnavi.jp/pharm/162594
港区,麻布十番１丁目,-,東京都港区麻布十番1-8-10,35.65595,139.73551,永井薬局,https://byoinnavi.jp/pharm/162591
港区,麻布十番２丁目,-,東京都港区麻布十番2-18-1,35.65455,139.73591,薬局麻布十番,https://byoinnavi.jp/pharm/162599
港区,南青山５丁目,-,東京都港区南青山5-1-25,35.66467,139.71246,北村薬局,https://byoinnavi.jp/pharm/162608
港区,南青山５丁目,-,東京都港区南青山5-6-2 青山菊正ビル1階,35.66391,139.71206,青山大師堂薬局,https://byoinnavi.jp/pharm/162601
港区,赤坂３丁目,赤坂,東京都港区赤坂3-9-4 サカタニビル3階,35.67706,139.73648,赤坂太陽薬局,https://byoinnavi.jp/pharm/162604
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-5-12,35.67044,139.74293,溜池薬局,https://byoinnavi.jp/pharm/162610
港区,南青山７丁目,-,東京都港区南青山7-14-5 石山ビル1・2階,35.65683,139.71796,子安調剤薬局,https://byoinnavi.jp/pharm/162609
港区,南麻布１丁目,-,東京都港区南麻布1-12-7 エフィーナ南麻布B,35.65004,139.73467,南麻布薬局,https://byoinnavi.jp/pharm/162597
港区,芝大門２丁目,-,東京都港区芝大門2-10-2,35.65473,139.75327,おだいじに薬局 芝公園店,https://byoinnavi.jp/pharm/280317
港区,六本木７丁目,六本木,東京都港区六本木7-14-7,35.66348,139.73170,子安薬局 六本木店,https://byoinnavi.jp/pharm/162587
港区,南麻布４丁目,-,東京都港区南麻布4-1-29 広尾ガーデン1階,35.65012,139.72267,子安薬局 広尾ガーデン店,https://byoinnavi.jp/pharm/162586
港区,麻布十番３丁目,-,東京都港区麻布十番3-6-10 キャッスル麻布101,35.65322,139.73466,十番ファーマシー薬局,https://byoinnavi.jp/pharm/162589
港区,西麻布３丁目,-,東京都港区西麻布3-20-14 梅田ビル1階,35.66021,139.72586,梅田薬局,https://byoinnavi.jp/pharm/162582
港区,白金６丁目,-,東京都港区白金6-21-7 第一東幸ビル1階,35.64399,139.72185,白金中央薬局,https://byoinnavi.jp/pharm/162570
港区,高輪３丁目,-,東京都港区高輪3-25-29 前川ビル1階,35.63016,139.73761,ニホンドウ漢方ブティック 品川本店,https://byoinnavi.jp/pharm/162576
港区,白金台３丁目,-,東京都港区白金台3-15-6 マスレンビル1階,35.63657,139.72441,調剤薬局 ツルハドラッグ 白金台店,https://byoinnavi.jp/pharm/162574
港区,六本木７丁目,六本木,東京都港区六本木7-15-14塩業ビルB1F,35.66246,139.72991,グリーン薬局,https://byoinnavi.jp/pharm/162584
港区,高輪３丁目,-,東京都港区高輪3-11-5 高輪ビューハイツ1階,35.63155,139.73054,ミナト薬局,https://byoinnavi.jp/pharm/162579
港区,白金台４丁目,-,東京都港区白金台4-7-7 姫路マッチ白金台ビル201,35.63797,139.72579,白金台調剤薬局,https://byoinnavi.jp/pharm/162567
港区,西麻布３丁目,-,東京都港区西麻布3-2-22,35.65964,139.72654,西麻布薬局,https://byoinnavi.jp/pharm/162581
港区,白金１丁目,-,東京都港区白金1-28-18,35.64375,139.73293,薮崎信栄堂薬局,https://byoinnavi.jp/pharm/162580
港区,高輪４丁目,-,東京都港区高輪4-10-18 ウィング高輪221,35.62845,139.73695,品川マルゼン薬局,https://byoinnavi.jp/pharm/162566
港区,六本木６丁目,六本木,東京都港区六本木6-10-1 六本木ヒルズ森タワー6階,35.66042,139.72925,ケイリバー調剤薬局,https://byoinnavi.jp/pharm/162585
港区,南麻布２丁目,-,東京都港区南麻布2-10-19 ボヌール南麻布101,35.64770,139.73532,クオール薬局 古川橋店,https://byoinnavi.jp/pharm/162583
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-9-2,35.66905,139.75268,植松薬局,https://byoinnavi.jp/pharm/162510
港区,芝浦１丁目,-,東京都港区芝浦1-1-1 東芝ビル1階,35.65160,139.75772,ゆりの木薬局 東芝ビル店,https://byoinnavi.jp/pharm/162561
港区,三田３丁目,-,東京都港区三田3-7-16 御田八幡ビル401,35.64318,139.74165,バンビー薬局 田町店,https://byoinnavi.jp/pharm/162558
港区,芝２丁目,-,東京都港区芝2-18-2,35.65166,139.75077,ライオン薬局,https://byoinnavi.jp/pharm/162562
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-11-11 七久保ビル1階,35.66849,139.74993,いずみ調剤薬局,https://byoinnavi.jp/pharm/162509
港区,高輪３丁目,-,東京都港区高輪3-10-38,35.63193,139.73104,アカビシ薬局,https://byoinnavi.jp/pharm/162563
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-15-16 マクゲンビル1階,35.66660,139.75589,あかひげ薬局,https://byoinnavi.jp/pharm/162508
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-2-16 浜崎ビル1階,35.66926,139.74761,あおい調剤薬局,https://byoinnavi.jp/pharm/162507
港区,高輪３丁目,-,東京都港区高輪3-9-11 ショパン高輪1階,35.63221,139.73209,あさひ薬局 高輪店,https://byoinnavi.jp/pharm/162564
港区,港南２丁目,-,東京都港区港南2-16-7-201-1,35.62514,139.74053,トキワ調剤薬局,https://byoinnavi.jp/pharm/202537
港区,港南４丁目,-,東京都港区港南4-6-7,35.62773,139.75068,(株)湘南薬品 港南薬局,https://byoinnavi.jp/pharm/202538
港区,台場１丁目,-,東京都港区台場1-6-1,35.62895,139.77627,マツモトキヨシ デックス東京ビーチ店,https://byoinnavi.jp/pharm/202628
港区,三田２丁目,-,東京都港区三田2-7-9サニークレスト三田1F,35.65174,139.74463,中川薬局,https://byoinnavi.jp/pharm/162556
港区,高輪２丁目,-,東京都港区高輪2-15-8グレイスビル泉岳寺前102,35.63754,139.73879,オーベル薬局高輪店,https://byoinnavi.jp/pharm/202621
港区,台場１丁目,-,東京都港区台場1-5-7,35.63072,139.77878,台場薬局,https://byoinnavi.jp/pharm/202627
港区,高輪４丁目,-,東京都港区高輪4-10-30,35.62788,139.73521,トモズエクスプレス品川プリンスホテル店,https://byoinnavi.jp/pharm/202626
港区,芝大門２丁目,-,東京都港区芝大門2-3-15,35.65604,139.75368,清水薬局,https://byoinnavi.jp/pharm/202589
港区,三田１丁目,-,東京都港区三田1-3-33 三田ネクサスビル1階,35.65456,139.74334,日生薬局 三田店,https://byoinnavi.jp/pharm/162557
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-19-13斉木ビル1F,35.66813,139.75284,虎ノ門鈴薬局 (株)エスシーグループ,https://byoinnavi.jp/pharm/252907
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-3-17 虎ノ門2丁目タワー1階,35.66840,139.74672,ライオン薬局,https://byoinnavi.jp/pharm/162546
港区,芝２丁目,-,東京都港区芝2-12-1,35.65163,139.75252,薬局桑山清心堂,https://byoinnavi.jp/pharm/162549
港区,港南２丁目,-,東京都港区港南2-16-1,35.62780,139.74076,大東ホーム薬品(株),https://byoinnavi.jp/pharm/202536
港区,西麻布３丁目,-,東京都港区西麻布3-1-19,35.66049,139.72670,霞町薬局,https://byoinnavi.jp/pharm/202585
港区,三田１丁目,-,東京都港区三田1-4-28 三田国際ビル3階,35.65366,139.74474,三立ファーマシー,https://byoinnavi.jp/pharm/162551
港区,芝浦２丁目,-,東京都港区芝浦2-16-5 田町明鳳ビル1階,35.64438,139.75226,芝浦薬局,https://byoinnavi.jp/pharm/162552
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-1-1 商船三井ビル1階,35.66982,139.74694,わかば薬局虎の門,https://byoinnavi.jp/pharm/162548
港区,芝５丁目,-,東京都港区芝5-34-7 田町センタービル ピアタ内,35.64622,139.74705,慶愛堂薬局,https://byoinnavi.jp/pharm/162550
港区,芝５丁目,-,東京都港区芝5-33-8 第一田町ビル地下1階,35.64701,139.74827,ツヅノ薬局 田町店,https://byoinnavi.jp/pharm/162554
港区,北青山３丁目,-,東京都港区北青山3-15-13,35.66424,139.70898,(株)アクシスアン,https://byoinnavi.jp/pharm/202535
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-3-5,35.67043,139.74401,フレンド薬局 溜池山王店,https://byoinnavi.jp/pharm/271846
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-14-7,35.66187,139.75300,れんが通り薬局,https://byoinnavi.jp/pharm/162547
港区,北青山２丁目,-,東京都港区北青山2-7-22,35.67085,139.71705,(有)慶応堂鈴木薬局,https://byoinnavi.jp/pharm/202534
港区,三田５丁目,-,東京都港区三田5-12-4,35.64523,139.73822,大里厚養堂,https://byoinnavi.jp/pharm/202532
港区,北青山２丁目,-,東京都港区北青山2-12-5,35.67114,139.71580,ナチュラルローソンクオール薬局北青山二丁目店,https://byoinnavi.jp/pharm/202533
港区,高輪３丁目,-,東京都港区高輪3-23-17,35.63054,139.73705,(株)南山堂,https://byoinnavi.jp/pharm/202623
港区,麻布十番２丁目,-,東京都港区麻布十番2-20-2,35.65518,139.73673,ドラッグストア・スマイル 麻布店,https://byoinnavi.jp/pharm/202615
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-16-1-140,35.66633,139.75745,フタバ薬品,https://byoinnavi.jp/pharm/202607
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-17-32,35.66679,139.75785,ドラッグ・イン・キムラヤ新橋日比谷口店,https://byoinnavi.jp/pharm/202608
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-26-4,35.66414,139.75547,メディスンショップジャパン(株),https://byoinnavi.jp/pharm/202611
港区,麻布十番２丁目,-,東京都港区麻布十番2-3-9,35.65540,139.73508,くすりの福太郎麻布十番店,https://byoinnavi.jp/pharm/202616
港区,麻布十番２丁目,-,東京都港区麻布十番2-11-5,35.65396,139.73436,スロースタイル薬局,https://byoinnavi.jp/pharm/202613
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-17-2,35.66842,139.75705,キリン堂薬局・新橋店,https://byoinnavi.jp/pharm/202605
港区,麻布十番２丁目,-,東京都港区麻布十番2-8-10,35.65540,139.73457,マツモトキヨシ 麻布十番店,https://byoinnavi.jp/pharm/202617
港区,高輪３丁目,-,東京都港区高輪3-5-19,35.63362,139.73136,エノキ薬局,https://byoinnavi.jp/pharm/202625
港区,高輪３丁目,-,東京都港区高輪3-26-26,35.62824,139.73797,(株)マスターズドラック,https://byoinnavi.jp/pharm/202624
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-16-1,35.66633,139.75745,飛竜薬房,https://byoinnavi.jp/pharm/202606
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-4-30,35.65890,139.74639,ザメディカルディスペンサリー,https://byoinnavi.jp/pharm/202604
港区,麻布十番１丁目,-,東京都港区麻布十番1-7-11,35.65628,139.73469,オバタ薬局,https://byoinnavi.jp/pharm/202612
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-7-1,35.66741,139.75763,マツモトキヨシ 新橋駅前店,https://byoinnavi.jp/pharm/202609
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-23-9 東京御成門ビル1階,35.66168,139.75145,メディトピア新橋薬局,https://byoinnavi.jp/pharm/162544
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-22-14 ミツヤ虎ノ門ビル1階,35.66714,139.74787,薬局ケイズ,https://byoinnavi.jp/pharm/162545
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-14-10 新橋スクエアビル8階,35.66197,139.75611,みらい薬局,https://byoinnavi.jp/pharm/162542
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-18-12 新橋一丁目ビル1階,35.66829,139.75637,宮崎薬局,https://byoinnavi.jp/pharm/162541
港区,浜松町２丁目,-,東京都港区浜松町2-4-1 世界貿易センタービル14階,35.65521,139.75624,貿易センタービル調剤薬局,https://byoinnavi.jp/pharm/162540
港区,西麻布４丁目,-,東京都港区西麻布4-18-16,35.65815,139.71874,シミズファーマシー,https://byoinnavi.jp/pharm/162588
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-2-4,35.66995,139.74882,虎之門薬局,https://byoinnavi.jp/pharm/162529
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-18-2,35.66463,139.75736,フジドラッグ,https://byoinnavi.jp/pharm/162539
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-1-16 小林ビル1階,35.67003,139.75122,日野薬局 虎ノ門店,https://byoinnavi.jp/pharm/162538
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-16-1 ニュー新橋ビル344,35.66633,139.75745,バンビー薬局 ニュー新橋ビル店,https://byoinnavi.jp/pharm/162536
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-5-9 TSビル2階,35.66915,139.75383,西新橋中央薬局,https://byoinnavi.jp/pharm/162530
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-19-12メディコ西新橋ビル1F,35.66345,139.75183,くすり箱薬局,https://byoinnavi.jp/pharm/162513
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-19-2,35.66508,139.75757,バンビー薬局,https://byoinnavi.jp/pharm/162535
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-23-5 御成門郵船ビル1階,35.66219,139.75152,日生薬局 御成門店,https://byoinnavi.jp/pharm/162532
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-1-15 物産ビル別館9階,35.67004,139.75382,西新橋調剤薬局,https://byoinnavi.jp/pharm/162531
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-2-18 虎ノ門興業ビルディング地下1階,35.66932,139.74744,日生薬局 虎ノ門店,https://byoinnavi.jp/pharm/162533
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-2-17,35.66931,139.74753,日生薬局 2号店,https://byoinnavi.jp/pharm/162534
港区,芝浦３丁目,-,東京都港区芝浦3-6-12,35.64301,139.74773,ドラッグストア・スマイル 芝浦店,https://byoinnavi.jp/pharm/202602
港区,芝浦３丁目,-,東京都港区芝浦3-4-1,35.64367,139.74556,サンドラッグ田町店,https://byoinnavi.jp/pharm/202601
港区,芝５丁目,-,東京都港区芝5-13-14,35.64917,139.74491,ドラッグストア・スマイル 三田店,https://byoinnavi.jp/pharm/202592
港区,芝浦３丁目,-,東京都港区芝浦3-13-2,35.64316,139.74911,ドラッグストア・スマイル 田町東口店,https://byoinnavi.jp/pharm/202599
港区,芝５丁目,-,東京都港区芝5-31-16,35.64664,139.74619,薬ヒグチ田町店,https://byoinnavi.jp/pharm/202597
港区,芝５丁目,-,東京都港区芝5-20-20,35.64784,139.74676,ミネドラッグ三田店,https://byoinnavi.jp/pharm/202593
港区,芝大門２丁目,-,東京都港区芝大門2-5-1,35.65553,139.75403,伯山堂薬局芝大門店,https://byoinnavi.jp/pharm/202591
港区,芝５丁目,-,東京都港区芝5-24-8,35.64790,139.74551,山竜堂薬局,https://byoinnavi.jp/pharm/202595
港区,西麻布４丁目,-,東京都港区西麻布4-2-9,35.65810,139.72325,鈴木薬局,https://byoinnavi.jp/pharm/202587
港区,芝大門２丁目,-,東京都港区芝大門2-2-1,35.65665,139.75339,クリエイトS・D港区芝大門店,https://byoinnavi.jp/pharm/202588
港区,芝浦１丁目,-,東京都港区芝浦1-2-2,35.64982,139.75653,セガミ薬局芝浦店,https://byoinnavi.jp/pharm/202598
港区,芝大門２丁目,-,東京都港区芝大門2-4-3,35.65654,139.75436,薬ヒグチ 大門店,https://byoinnavi.jp/pharm/202590
港区,芝５丁目,-,東京都港区芝5-25-11,35.64761,139.74492,ヘルスケアストアセイジョー 三田店,https://byoinnavi.jp/pharm/202596
港区,芝５丁目,-,東京都港区芝5-23-3,35.64843,139.74590,エビスヤ薬局,https://byoinnavi.jp/pharm/202594
港区,芝浦３丁目,-,東京都港区芝浦3-16-4,35.64202,139.74987,ドラッグストア・スマイル営業本部,https://byoinnavi.jp/pharm/202600
港区,西麻布３丁目,-,東京都港区西麻布3-2-16,35.65916,139.72751,田辺薬局西麻布欅店,https://byoinnavi.jp/pharm/202586
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-23-6,35.66196,139.75121,すぎの木薬局,https://byoinnavi.jp/pharm/162522
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-1-25虎ノ門一丁目ビル4F,35.67045,139.74991,虎の門中央薬局,https://byoinnavi.jp/pharm/162528
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-16-1 ニュー新橋ビル345,35.66633,139.75745,新橋調剤薬局,https://byoinnavi.jp/pharm/162521
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-8-14 三昭ビル1階,35.66929,139.75030,スリーアイ薬局 虎ノ門店,https://byoinnavi.jp/pharm/162523
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-19-11 安達ビル1階,35.66354,139.75187,セントラル薬局 新橋店,https://byoinnavi.jp/pharm/162524
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-2-6,35.66226,139.75303,大黒堂薬局,https://byoinnavi.jp/pharm/162525
港区,芝大門２丁目,-,東京都港区芝大門2-7-10,35.65503,139.75317,清水薬局 芝公園店,https://byoinnavi.jp/pharm/162520
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-22-8,35.66255,139.75159,日本調剤御成門薬局,https://byoinnavi.jp/pharm/202584
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-5-21 寿ビル地下1階,35.66882,139.74790,ご当地の虎ノ門前薬局,https://byoinnavi.jp/pharm/162515
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-29-3,35.66253,139.75595,カネコ薬局,https://byoinnavi.jp/pharm/162511
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-3-20 虎ノ門YHKビル1階,35.66871,139.74680,キリン薬局,https://byoinnavi.jp/pharm/162512
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-4-3芝ビル1F,35.66787,139.75935,芝口薬局,https://byoinnavi.jp/pharm/162519
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-20-1,35.66368,139.75232,日本調剤 西新橋薬局,https://byoinnavi.jp/pharm/202583
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-3-22 第1秋山ビルディング1階,35.66882,139.74698,さくら薬局 虎ノ門店,https://byoinnavi.jp/pharm/162517
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-4 ホテルオークラ本館1階,35.66683,139.74426,子安ドラッグストアー ホテルオークラ店,https://byoinnavi.jp/pharm/162516
港区,芝公園１丁目,-,東京都港区芝公園1-5-30,35.65883,139.75164,慶應義塾大学薬学部附属薬局,https://byoinnavi.jp/pharm/162514
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-19-14 東京建硝ビル1階,35.66330,139.75175,さくら薬局 西新橋店,https://byoinnavi.jp/pharm/162518
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-7-1,35.66937,139.75169,(株)サンメディック,https://byoinnavi.jp/pharm/202582
港区,海岸１丁目,-,東京都港区海岸1-2-20,35.65697,139.75960,(株)ソーレ,https://byoinnavi.jp/pharm/202577
港区,白金台２丁目,-,東京都港区白金台2-26-10,35.63184,139.72991,ナチュラルローソンクオール薬局高輪台駅前店,https://byoinnavi.jp/pharm/202580
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-17-8,35.66724,139.75369,ドラッグアスティル西新橋店,https://byoinnavi.jp/pharm/202581
港区,白金１丁目,-,東京都港区白金1-17-2,35.64433,139.73420,トモズエクスプレス白金プラザ店,https://byoinnavi.jp/pharm/202578
港区,白金１丁目,-,東京都港区白金1-2-11,35.64640,139.73415,白金ピース薬局,https://byoinnavi.jp/pharm/202579
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-8-2,35.66498,139.76241,マツモトキヨシカレッタ汐留店,https://byoinnavi.jp/pharm/202576
港区,六本木４丁目,六本木,東京都港区六本木4-11-10,35.66414,139.73164,富士薬局,https://byoinnavi.jp/pharm/202572
港区,六本木７丁目,六本木,東京都港区六本木7-3-12,35.66595,139.72842,イスクラ薬局原宿店,https://byoinnavi.jp/pharm/202575
港区,六本木４丁目,六本木,東京都港区六本木4-8-7,35.66396,139.73295,(株)子安,https://byoinnavi.jp/pharm/202573
港区,六本木６丁目,六本木,東京都港区六本木6-1-26,35.66293,139.73217,マツモトキヨシ 六本木店,https://byoinnavi.jp/pharm/202574
港区,六本木１丁目,虎ノ門,東京都港区六本木1-6-1,35.66465,139.73950,薬樹六本木泉ガーデン薬局,https://byoinnavi.jp/pharm/202571
港区,赤坂６丁目,赤坂,東京都港区赤坂6-5-21,35.66972,139.73575,漢方齋成堂,https://byoinnavi.jp/pharm/202569
港区,赤坂６丁目,赤坂,東京都港区赤坂6-2-14,35.67153,139.73695,薬ヒグチ第2赤坂店,https://byoinnavi.jp/pharm/202568
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-2,35.66523,139.73127,トモズエクスプレス東京ミッドタウン店,https://byoinnavi.jp/pharm/202570
港区,赤坂３丁目,赤坂,東京都港区赤坂3-11-3,35.67507,139.73722,ケンコーコム(株),https://byoinnavi.jp/pharm/202563
港区,赤坂２丁目,赤坂,東京都港区赤坂2-19-2,35.66876,139.74024,くすりセイジョー赤坂二丁目店,https://byoinnavi.jp/pharm/202559
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-12-32,35.66709,139.74001,コクミン薬局赤坂店,https://byoinnavi.jp/pharm/202557
港区,赤坂３丁目,赤坂,東京都港区赤坂3-8-7,35.67579,139.73728,薬屋リッチモンド赤坂店,https://byoinnavi.jp/pharm/202565
港区,赤坂５丁目,赤坂,東京都港区赤坂5-3-1,35.67325,139.73645,マツモトキヨシ赤坂Bizタワー店,https://byoinnavi.jp/pharm/202566
港区,赤坂３丁目,赤坂,東京都港区赤坂3-12-22,35.67419,139.73759,アーバン本店,https://byoinnavi.jp/pharm/202564
港区,赤坂３丁目,赤坂,東京都港区赤坂3-1-6,35.67712,139.73679,コクミン赤坂店,https://byoinnavi.jp/pharm/202561
港区,赤坂５丁目,赤坂,東京都港区赤坂5-5-13,35.67040,139.73378,スギ薬局赤坂店,https://byoinnavi.jp/pharm/202567
港区,赤坂３丁目,赤坂,東京都港区赤坂3-11-14,35.67466,139.73732,サン薬品,https://byoinnavi.jp/pharm/202562
港区,赤坂２丁目,赤坂,東京都港区赤坂2-15-15,35.67160,139.73797,アーバン氷川店,https://byoinnavi.jp/pharm/202558
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-1-12,35.67084,139.74469,(株)シンギー,https://byoinnavi.jp/pharm/202556
港区,南麻布５丁目,-,東京都港区南麻布5-16-10,35.65131,139.72333,(株)フォークチーズ,https://byoinnavi.jp/pharm/202555
港区,白金台４丁目,-,東京都港区白金台4-5-5パレスデュオ白金台1F,35.63886,139.72740,白金台薬局,https://byoinnavi.jp/pharm/162569
港区,西麻布３丁目,-,東京都港区西麻布3-2-20,35.65864,139.72729,けやき坂薬局,https://byoinnavi.jp/pharm/181025
港区,北青山３丁目,-,東京都港区北青山3-10-6第2秋月ビル1F,35.66423,139.71108,フレンド薬局表参道店,https://byoinnavi.jp/pharm/181024
港区,芝公園１丁目,-,東京都港区芝公園1-7-16 三堀ビル1F,35.65718,139.75200,フレンド薬局芝大門店,https://byoinnavi.jp/pharm/181023
港区,南青山７丁目,-,東京都港区南青山7-14-8,35.65648,139.71781,サンドラッグ広尾薬局,https://byoinnavi.jp/pharm/202552
港区,南麻布１丁目,-,東京都港区南麻布1-6-36,35.65248,139.73526,日本調剤麻布十番薬局,https://byoinnavi.jp/pharm/202553
港区,南青山２丁目,-,東京都港区南青山2-7-27,35.67101,139.72218,(有)カプセルマーケッツ,https://byoinnavi.jp/pharm/202549
港区,南青山３丁目,-,東京都港区南青山3-13-22,35.66574,139.71344,(株)善光堂薬局,https://byoinnavi.jp/pharm/202550
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3-16-13,35.66385,139.74662,アズドラッグ,https://byoinnavi.jp/pharm/202544
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-2-18,35.66932,139.74744,日本調剤虎ノ門薬局,https://byoinnavi.jp/pharm/202540
港区,南青山３丁目,-,東京都港区南青山3-8-40,35.66749,139.71505,スギ薬局南青山店,https://byoinnavi.jp/pharm/202551
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-8-10,35.66909,139.75093,サンドラッグ 虎ノ門店,https://byoinnavi.jp/pharm/202541
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-1-20,35.67033,139.75077,セイジョー虎ノ門店,https://byoinnavi.jp/pharm/202539
港区,南青山２丁目,-,東京都港区南青山2-13-10,35.67058,139.72021,レジーナ薬局青山店,https://byoinnavi.jp/pharm/202547
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-4-1,35.66897,139.74771,セイジョー薬局虎ノ門調剤店,https://byoinnavi.jp/pharm/202542
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-3-1,35.66467,139.74333,クオール(株),https://byoinnavi.jp/pharm/202545
港区,南青山２丁目,-,東京都港区南青山2-22-15,35.67062,139.71896,五行堂,https://byoinnavi.jp/pharm/202548
港区,南青山１丁目,-,東京都港区南青山1-15-2,35.67020,139.72633,青山堂,https://byoinnavi.jp/pharm/202546
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-5-1,35.66890,139.74793,伯山堂薬局虎の門店,https://byoinnavi.jp/pharm/202543
江東区,北砂５丁目,-,東京都江東区北砂5-20 8号棟A区画,35.68402,139.83293,株式会社ファーマみらい 共創未来 北砂5丁目薬局,https://byoinnavi.jp/pharm/259369
江東区,木場６丁目,-,東京都江東区木場6-13-12 コーポ千代乃1F,35.66838,139.80709,杏林堂薬局 木場店,https://byoinnavi.jp/pharm/263832
江東区,豊洲４丁目,-,東京都江東区豊洲4-4-28 浦島ビル1F,35.65372,139.79783,杏林堂薬局 豊洲店,https://byoinnavi.jp/pharm/263838
江東区,塩浜２丁目,-,東京都江東区塩浜2-5-23 汐浜サンハイツ1F,35.66159,139.80564,杏林堂薬局 深川店,https://byoinnavi.jp/pharm/263831
江東区,木場２丁目,-,東京都江東区木場2-21-2 木場スカイハイム1F,35.66894,139.80473,杏林堂薬局 木場駅前店,https://byoinnavi.jp/pharm/263837
江東区,大島５丁目,-,東京都江東区大島五丁目51番10号 サルドセジュール102号,35.68766,139.83823,たかぎ薬局,https://byoinnavi.jp/pharm/270568
江東区,東陽２丁目,-,東京都江東区東陽2-4-26 飯田ビル1F,35.66859,139.81669,杏林堂薬局 東陽町店,https://byoinnavi.jp/pharm/263830
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-6-11,35.67303,139.79401,マエノ薬局門前仲町店,https://byoinnavi.jp/pharm/204289
江東区,大島７丁目,-,東京都江東区大島7-1-15,35.69034,139.83851,ひかり薬局,https://byoinnavi.jp/pharm/204174
