指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2022/1/7取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,経度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710780,139.718100,近江国香庄文書（三十一通）,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,平安～南北朝,19780615,-,早稲田大学,早稲田大学,-
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710780,139.718100,大槻玄沢関係資料,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19940628,-,早稲田大学,早稲田大学,-
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710780,139.718100,玉篇巻第九残巻,-,国宝・重要文化財(美術品),国宝,書跡・典籍,中国,唐,<NULL>,19510609,早稲田大学,早稲田大学,-
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710780,139.718100,紙本墨書尾張国解文,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,鎌倉,19430609,-,早稲田大学,早稲田大学,-
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710780,139.718100,紙本墨書東大寺文書（十五通）,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,奈良～平安,19400503,-,早稲田大学,早稲田大学,-
新宿区,西新宿２丁目,-,-,35.689860,139.691600,新修浄土往生伝巻上、下,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,20130619,-,国（国立国会図書館保管）,国（国立国会図書館保管）,-
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710780,139.718100,崇光天皇宸翰御願文〈永和二年十一月十一日／伊勢太神宮宛〉,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,南北朝,19780615,-,早稲田大学,早稲田大学,-
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710780,139.718100,埴輪女子像,-,国宝・重要文化財(美術品),重要文化財,考古資料,日本,古墳,19580208,-,早稲田大学,早稲田大学,-
新宿区,西早稲田２丁目,-,東京都台東区上野公園１３－９,35.709780,139.711900,源頼朝書状〈文治二年四月三十日／〉,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,鎌倉,19930610,-,東京国立博物館,独立行政法人国立文化財機構,-
新宿区,西新宿２丁目,-,-,35.689860,139.691600,木造雲中供養菩薩像,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,平安時代,20181031,-,-,国（文化庁）,-
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710780,139.718100,礼記子本疏義巻第五十九,-,国宝・重要文化財(美術品),国宝,書跡・典籍,中国,唐,<NULL>,19521122,早稲田大学,早稲田大学,-
新宿区,市谷田町１丁目,-,千代田区・新宿区・港区,35.693190,139.737500,江戸城外堀跡,-,史跡名勝天然記念物,史跡,-,-,-,19560326,-,-,-,-
新宿区,弁天町,-,新宿区弁天町,35.704900,139.724500,山鹿素行墓,-,史跡名勝天然記念物,史跡,-,-,-,19430501,-,-,-,-
新宿区,南榎町,-,新宿区市谷山伏町,35.700590,139.728700,林氏墓地,-,史跡名勝天然記念物,史跡,-,-,-,19261020,-,-,-,-
新宿区,北山伏町,-,東京都新宿区北山伏町2,35.699850,139.729500,新井家住宅主屋,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20130329,-,-,-,-
新宿区,横寺町,-,東京都新宿区横寺町31-13,35.702340,139.735200,一水寮,-,登録有形文化財(建造物),住宅,建築物,-,昭和中,20130329,-,-,森永商事株式会社,-
新宿区,中井２丁目,-,東京都新宿区中井2-2096-18,35.716570,139.684800,旧島津家住宅アトリエ,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20110725,-,-,-,-
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-2-41他,35.702010,139.740500,旧常盤家本館（石合家住宅主屋）,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20111028,-,-,-,-
新宿区,中井２丁目,-,東京都新宿区中井2-1981-1,35.717280,139.686500,栗原家住宅稲荷社及び石鳥居,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20150326,-,-,-,-
新宿区,中井２丁目,-,東京都新宿区中井2-1981,35.717390,139.686500,栗原家住宅蔵,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20150326,-,-,合名会社栗原商店,-
新宿区,中井２丁目,-,東京都新宿区中井2-1981,35.717410,139.686600,栗原家住宅主屋,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20150326,-,-,-,-
新宿区,中落合４丁目,-,東京都新宿区中井2-1981-1,35.717230,139.681949,栗原家住宅門柱及び塀,-,登録有形文化財(建造物),住宅,その他工作物,-,昭和前,20150326,-,-,-,-
新宿区,横寺町,-,東京都新宿区横寺町31-11,35.703060,139.735100,鈴木家住宅主屋,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20110725,-,-,-,-
新宿区,矢来町,-,東京都新宿区矢来町114,35.703920,139.734600,高橋建築事務所社屋,-,登録有形文化財(建造物),産業3次,建築物,-,昭和前,20110725,-,-,株式会社高橋建築事務所,-
新宿区,下落合２丁目,-,東京都新宿区下落合2-416-3他,35.719160,139.704100,日本バプテストキリスト教目白ヶ丘教会礼拝堂,-,登録有形文化財(建造物),宗教,建築物,-,昭和中,20111028,-,-,宗教法人日本バプテストキリスト教目白ヶ丘教会,-
新宿区,中町,-,東京都新宿区中町34-1,35.699810,139.736500,宮城道雄記念館検校の間,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20110725,-,-,財団法人宮城道雄記念館,-
新宿区,矢来町,-,東京都新宿区矢来町60-1,35.702890,139.732400,矢来能楽堂,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20110725,-,-,公益社団法人観世九皐会,-
渋谷区,猿楽町,-,東京都渋谷区猿楽町29番地,35.647510,139.700900,旧朝倉家住宅,主屋,国宝・重要文化財(建造物),重要文化財,近代／住居,-,大正,20041210,-,-,国（文部科学省）,渋谷区
渋谷区,広尾４丁目,-,東京都渋谷区広尾四丁目1番地4,35.654420,139.720300,旧久邇宮邸（聖心女子大学）,御常御殿・小食堂,国宝・重要文化財(建造物),重要文化財,近代／住居,-,大正,20171128,-,-,学校法人聖心女子学院,-
渋谷区,広尾４丁目,-,東京都渋谷区広尾四丁目1番地4,35.654420,139.720300,旧久邇宮邸（聖心女子大学）,正門,国宝・重要文化財(建造物),重要文化財,近代／住居,-,大正,20171128,-,-,学校法人聖心女子学院,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,本殿,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,内拝殿及び祝詞殿,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,内院渡廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,内院渡廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外拝殿,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,宝庫,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,神庫,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,内透塀及び北門,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,神饌所及び渡廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,旧祭器庫,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,北廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,北廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外透塀,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外透塀,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外透塀,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,北神門,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外院廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外院廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外院廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外院廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,東神門,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,西神門,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,南神門,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,宿衛舎,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,玉垣,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,玉垣,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,玉垣,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,玉垣,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,祓舎,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,南手水舎,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,西手水舎,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,東手水舎,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,神橋,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,南制札,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,北制札,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,西制札,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.679580,139.698100,明治神宮宝物殿,正門,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.679700,139.697700,明治神宮宝物殿,東西廊（西廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.679870,139.697500,明治神宮宝物殿,東西渡廊（西渡廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.679890,139.698300,明治神宮宝物殿,東西廊（東廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.679910,139.697700,明治神宮宝物殿,東西橋廊（西橋廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.679940,139.697400,明治神宮宝物殿,東西倉(西倉）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.679940,139.697900,明治神宮宝物殿,中倉,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.680050,139.698200,明治神宮宝物殿,東西橋廊（東橋廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.680090,139.697900,明治神宮宝物殿,北廊,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.680090,139.698300,明治神宮宝物殿,東西渡廊（東渡廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.680180,139.697800,明治神宮宝物殿,車寄,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.680180,139.698400,明治神宮宝物殿,東西倉(東倉）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.680290,139.697800,明治神宮宝物殿,事務所,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,神南２丁目,-,東京都渋谷区神南二丁目一番,35.666472,139.698581,代々木競技場,第二体育館,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,昭和,20210802,-,-,独立行政法人日本スポーツ振興センター,-
渋谷区,神南２丁目,-,東京都渋谷区神南二丁目一番,35.667656,139.700167,代々木競技場,第一体育館,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,昭和,20210802,-,-,独立行政法人日本スポーツ振興センター,-
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655640,139.712000,石枕（立花二箇共）,-,国宝・重要文化財(美術品),重要文化財,考古資料,日本,古墳,19740608,-,國學院大学,國學院大学,-
渋谷区,代々木４丁目,-,墨田区横網1-12-9,35.681485,139.690667,刀〈無銘伝志津／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,南北朝,19420626,-,刀剣博物館,-,-
渋谷区,代々木４丁目,-,墨田区横網1-12-9,35.681480,139.690600,刀〈銘津田越前守助広／延寶七年二月日〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19520719,-,刀剣博物館,-,-
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655640,139.712000,金葉和歌集（二奏本）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19820605,-,國學院大学,國學院大学,-
渋谷区,東２丁目,-,東京都渋谷区東2-9,35.653500,139.711100,群書類従版木,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19570219,-,社団法人温故学会,社団法人温故学会,-
渋谷区,代々木４丁目,-,東京都台東区上野公園13-9,35.681484,139.690668,剣〈銘江州甘呂俊長／延文五年庚子〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,南北朝,19780615,-,東京国立博物館,文化庁,-
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655640,139.712000,久我家文書,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,平安～明治,19880606,-,國學院大学,國學院大学,-
渋谷区,東１丁目,-,東京都日野市大坂上4-1-1,35.657270,139.709000,拾遺和歌集〈上（寂恵本）／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19700525,-,実践女子学園図書館,学校法人実践女子学園,-
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655640,139.712000,神皇正統記〈上中下／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,室町,19360506,-,國學院大学,國學院大学,-
渋谷区,神宮前１丁目,-,墨田区横網1-12-9,35.671750,139.705800,太刀〈額銘吉房／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19350430,-,刀剣博物館,東郷神社,-
渋谷区,代々木４丁目,-,刀剣博物館　東京都墨田区横網1-12-9,35.681480,139.690600,太刀〈無銘福岡一文字／〉附糸巻太刀拵,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19710622,-,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木４丁目,-,刀剣博物館　東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘兼永／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,平安,19380704,-,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木４丁目,-,刀剣博物館　東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘国行／〉,-,国宝・重要文化財(美術品),国宝,工芸品,日本,鎌倉,19370525,19530331,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木４丁目,-,刀剣博物館　東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘国行／〉,-,国宝・重要文化財(美術品),国宝,工芸品,日本,鎌倉,19540320,19540320,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木４丁目,-,刀剣博物館　東京都墨田区横網1-12-9,35.681480,139.690600,太刀〈銘信房作／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,平安,19340130,-,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木４丁目,-,刀剣博物館　東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘延吉／〉,-,国宝・重要文化財(美術品),国宝,工芸品,日本,鎌倉,19360918,19530331,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木４丁目,-,刀剣博物館　東京都墨田区横網1-12-9,35.681480,139.690600,太刀〈銘備前国住人雲次／正和二二年十月日〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19540320,-,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木４丁目,-,台東区上野公園13-9,35.681484,139.690669,太刀〈銘正恒／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,平安,19390527,-,東京国立博物館,文化庁,-
渋谷区,代々木４丁目,-,墨田区横網1-12-9,35.681480,139.690600,短刀〈銘来国光（名物池田来国光）／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19310119,-,刀剣博物館,-,-
渋谷区,代々木４丁目,-,墨田区横網1-12-9,35.681480,139.690600,短刀〈無銘（伝貞宗／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19380704,-,刀剣博物館,-,-
渋谷区,代々木４丁目,-,刀剣博物館　東京都墨田区横網1-12-9,35.681480,139.690600,短刀〈銘宇都宮大明神相模国住人廣光／八幡大菩薩、文和五年卯月日,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,南北朝,19530331,-,刀剣博物館,-,-
渋谷区,代々木４丁目,-,墨田区横網1-12-9,35.681480,139.690600,短刀〈銘光包（名物乱光包）／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19590627,-,刀剣博物館,-,-
渋谷区,代々木４丁目,-,東京国立博物館文化庁分室　東京都台東区上野公園13-9,35.681484,139.690668,短刀〈銘吉光（博多藤四郎）／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19311214,-,東京国立博物館文化庁分室,国（文化庁）,-
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655640,139.712000,朝野群載〈巻第一／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19360506,-,國學院大学,國學院大学,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前6-24-4,35.643540,139.710800,能本〈世阿弥筆／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,室町,19720530,-,一般財団法人観世文庫,一般財団法人観世文庫,-
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655640,139.712000,梁塵秘抄口伝集巻第十残巻,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19930610,-,國學院大学,國學院大学,-
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655640,139.712000,令義解〈神祇令第六／僧尼令第七〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,南北朝,19360506,-,國學院大学,國學院大学,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面父尉（伝弥勒作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19620621,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面延命冠者（伝文蔵作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19620621,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面大悪尉（伝赤鶴作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19620621,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面鼻瘤悪尉（伝福来作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19620621,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面慈童（伝竜右衛門作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19620621,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面翁（黒色尉）（伝日光作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,南北朝,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面子牛尉（伝小牛作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面阿古父尉（伝小牛作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面笑尉（伝小牛作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面朝倉尉（伝福来作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面大飛出（伝赤鶴作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.643540,139.710800,能面天神（伝赤鶴作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.665730,139.702200,能面翁（白色尉）（伝弥勒作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,南北朝,19620621,-,観世文庫,観世文庫,-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前５丁目２７番２号,35.665730,139.702200,能面皺尉（伝福来作）,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,室町,19640128,-,観世文庫,観世文庫,-
