指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2022/1/18取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：6,158件、2021年度：6,304件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
渋谷区,本町２丁目,-,東京都渋谷区本町2丁目6-9 森ビル3F,35.682927,139.683257,本町内科小児科クリニック,"内科, アレルギー科, 呼吸器科, 小児科, 皮膚科",https://byoinnavi.jp/clinic/5479
渋谷区,東２丁目,-,東京都渋谷区東2丁目17-2,35.652806,139.70932,小野眼科医院,眼科,https://byoinnavi.jp/clinic/3620
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2丁目9-1,35.675911,139.668389,小島クリニック,"内科, 整形外科, 麻酔科",https://byoinnavi.jp/clinic/3856
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿三丁目39-5 メゾン・ド・ボネール白金1B,35.643821,139.720836,リーメディカルクリニック,"内科, 小児科",https://byoinnavi.jp/clinic/3923
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4丁目2-17 アオヤマアールナツノビル4F,35.666815,139.711347,美和メディカルクリニック,"内科, アレルギー科, 小児科, 皮膚科",https://byoinnavi.jp/clinic/72870
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西二丁目2-8 寿豊ビル3階,35.649414,139.707928,レオクリニック恵比寿,美容皮膚科,https://byoinnavi.jp/clinic/269968
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂二丁目25-6 ホリウチビル6F,35.660252,139.696607,渋谷高野美容医院,美容外科,https://byoinnavi.jp/clinic/257578
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷三丁目26-3,35.676809,139.70766,やまもと耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/3533
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目24-15 FPG渋谷宮益ビル8階,35.659674,139.701912,YAG BEAUTY CLINIC,美容外科,https://byoinnavi.jp/clinic/257576
渋谷区,上原３丁目,-,東京都渋谷区上原3丁目33-16,35.66644,139.675361,市古歯科医院,歯科,https://byoinnavi.jp/clinic/10086
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3丁目4-3 第3東ビル1階,35.644921,139.718872,伊達坂歯科医院,歯科,https://byoinnavi.jp/clinic/3916
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目42-3,35.683372,139.696464,小池歯科医院,歯科,https://byoinnavi.jp/clinic/5686
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目14-2 広尾KKビル4階,35.650331,139.721519,医療法人社団千翠会 細川眼科クリニック,眼科,https://byoinnavi.jp/clinic/3066
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ケ谷1丁目51-4 平家ビル1階,35.668717,139.689615,医療法人社団孝久会 エクセル歯科医院,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/9811
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1丁目12-1 渋谷マークシティウエスト5F,35.658041,139.698262,医療法人社団紫雄会 マークシティ酒井歯科室,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/9634
渋谷区,円山町,-,東京都渋谷区円山町5-2 第2伊藤ビル2F,35.657108,139.695665,渋谷デンタルオフィス,"歯科, 小児歯科",https://byoinnavi.jp/clinic/9584
渋谷区,広尾１丁目,-,東京都渋谷区広尾1丁目9-20 TM広尾2階,35.648734,139.716286,中島歯科医院,歯科,https://byoinnavi.jp/clinic/12496
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷3丁目13-20 第7宮庭マンション1F,35.677231,139.705891,医療法人社団旧帝会 ドイデンタル原宿クリニック,歯科,https://byoinnavi.jp/clinic/4147
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2丁目31-2,35.674452,139.664314,小山歯科医院,歯科,https://byoinnavi.jp/clinic/11684
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西一丁目7-1 エビスKATOHビル3F,35.647937,139.70885,白根歯科医院,歯科,https://byoinnavi.jp/clinic/12428
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目22-7 新生ビル403,35.658408,139.703675,高宮歯科医院,歯科,https://byoinnavi.jp/clinic/12457
渋谷区,代々木５丁目,-,東京都渋谷区代々木5丁目53-9,35.677825,139.691551,田賀歯科医院,歯科,https://byoinnavi.jp/clinic/5707
渋谷区,円山町,-,東京都渋谷区円山町10-17 ファーストビル松本1F,35.659413,139.694523,八木歯科医院,歯科,https://byoinnavi.jp/clinic/9632
渋谷区,本町３丁目,-,東京都渋谷区本町3丁目41-16,35.688443,139.681504,高杉齒科クリニック,歯科,https://byoinnavi.jp/clinic/122845
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目12-7 CR-VITE 5F,35.660049,139.703861,宮益坂眼科,眼科,https://byoinnavi.jp/clinic/3855
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿一丁目20-16 イークオーレ1F,35.646551,139.713058,安住歯科クリニック,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/3873
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目16-1 不二ビルディング渋谷7F,35.656314,139.7049,大泉歯科医院,歯科,https://byoinnavi.jp/clinic/12449
渋谷区,神山町,-,東京都渋谷区神山町6-6 五十嵐ビル101号,35.664604,139.693887,五十嵐歯科医院,"歯科, 小児歯科",https://byoinnavi.jp/clinic/9820
渋谷区,猿楽町,-,東京都渋谷区猿楽町25-8,35.648784,139.701137,中歯科医院,"歯科, 矯正歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/9535
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷2丁目9-19 金鈴ビル1F,35.678327,139.677416,はたがやおかだ眼科,眼科,https://byoinnavi.jp/clinic/5804
渋谷区,南平台町,-,東京都渋谷区南平台町13-1 サトウビル1階,35.655269,139.695935,佐藤内科クリニック,内科,https://byoinnavi.jp/clinic/9651
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目55-2 大和ビル4F,35.684158,139.700808,医療法人社団祐皓会 野田歯科クリニック診療所,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/5622
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1丁目19-11 はらじゅくアッシュビル7階,35.671812,139.703292,表参道美容皮膚科 原宿本院,皮膚科,https://byoinnavi.jp/clinic/259454
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ケ谷1丁目51-4 代々木八幡猪山ビル4階,35.668717,139.689615,小林眼科,眼科,https://byoinnavi.jp/clinic/5806
渋谷区,広尾１丁目,-,東京都渋谷区広尾1丁目1-38 スクエアサイドビル2F,35.649962,139.712117,恵比寿プライム歯科,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/10209
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3丁目39-6,35.678144,139.667225,平野歯科医院,"歯科, 小児歯科",https://byoinnavi.jp/clinic/12472
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3丁目23-3 トリニティビル8階,35.670779,139.707327,医療法人社団スマイルクリエート 神宮前矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/3730
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目18-9 広尾木下ビル2階,35.649168,139.720524,広尾泌尿器科クリニック,"内科, 泌尿器科",https://byoinnavi.jp/clinic/2890
渋谷区,初台２丁目,-,東京都渋谷区初台2丁目1-2 紙屋HOUSE2階,35.673972,139.687235,紙屋デンタルクリニック,"歯科, 小児歯科",https://byoinnavi.jp/clinic/174111
渋谷区,東１丁目,-,東京都渋谷区東1丁目14-4 常盤松サマリヤマンション106,35.656186,139.707917,医療法人社団悠温会 今村歯科矯正クリニック,矯正歯科,https://byoinnavi.jp/clinic/12419
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目3-2 大外ビル5階,35.659108,139.699926,とがわ歯科,歯科,https://byoinnavi.jp/clinic/9546
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目9-9 東京建物渋谷ビル1階,35.657127,139.704731,医療法人社団健豊会 つのおクリニック,"内科, アレルギー科, 心療内科, 精神科",https://byoinnavi.jp/clinic/3524
渋谷区,代官山町,-,東京都渋谷区代官山町14-15 HARAPPA DAIKANYAMA B1F,35.650098,139.703798,代官山デンタルクリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/266827
渋谷区,猿楽町,-,東京都渋谷区猿楽町18-12 ヒルサイドテラスG棟2F,35.648703,139.700023,医療法人社団優雅会 藤沢歯科医院ヒルサイドテラス,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/155035
渋谷区,東２丁目,-,東京都渋谷区東2丁目24-4 荒井ビル4階,35.651684,139.708772,たからぎ医院,小児科,https://byoinnavi.jp/clinic/3010
渋谷区,初台１丁目,-,東京都渋谷区初台1丁目27-2,35.677958,139.682563,たはらレディースクリニック,婦人科,https://byoinnavi.jp/clinic/5496
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目10-7 新大宗ビル5号館3F,35.658158,139.697176,道玄坂歯科医院,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/168437
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目3-11 BELLE恵比寿3F,35.649084,139.708192,医療法人社団恵翠会 五十嵐歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/9607
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目1-2 しんみつビル4F,35.647884,139.709167,アイデンタルオフィス恵比寿,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/183062
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1丁目10-11 美矢川ビル2F,35.645882,139.708351,恵比寿銀座通り歯科・医科クリニック,"形成外科, 皮膚科, 歯科",https://byoinnavi.jp/clinic/265915
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1丁目16-11 ABC・WACOビル5F,35.644485,139.709367,川又歯科クリニック,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/9682
渋谷区,大山町,-,東京都渋谷区大山町46-10 J'Sビル代々木大山2階,35.668581,139.677997,医療法人社団裕仁会 代々木上原耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/267416
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目4-1 VANDAビル2階,35.648773,139.707992,アンチエイジングデンタルクリニック恵比寿,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/9596
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷2丁目21-2 ルート幡ケ谷1F,35.676411,139.672914,ふくだ歯科・矯正歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/251087
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷2丁目20-4,35.676841,139.673916,武藤歯科医院,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/168434
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目7-4 青山小林ビル4F,35.660755,139.706367,東京AGAクリニック渋谷院,皮膚科,https://byoinnavi.jp/clinic/179905
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷一丁目23-18 シブヤワールドイーストビル10F,35.662371,139.702436,アマソラクリニック,"形成外科, 美容外科, 美容皮膚科",https://byoinnavi.jp/clinic/276943
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目19-12 アオヤマビル3F,35.662999,139.702356,医療法人社団慈有会 きくち耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/77935
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目14-2 広尾KKビル1階,35.650331,139.721519,河野医院,耳鼻いんこう科,https://byoinnavi.jp/clinic/3031
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2丁目10-5 1・2F,35.645687,139.716841,エビス診療所,"内科, 皮膚科, 肛門科, 眼科, 耳鼻いんこう科",https://byoinnavi.jp/clinic/1864
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷一丁目24-5 ドクターズビル7F,35.660838,139.702017,ドクタークリニック,美容外科,https://byoinnavi.jp/clinic/258198
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目10-7 MMSビル8F,35.646612,139.707798,東京エビスクリニック,"美容外科, 美容皮膚科",https://byoinnavi.jp/clinic/277230
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1丁目57-5 2F,35.673805,139.666622,医療法人社団 松吉医院,"内科, アレルギー科, 小児科, 皮膚科, 呼吸器内科",https://byoinnavi.jp/clinic/5782
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1丁目13-8,35.647026,139.711831,内科循環器科伊藤内科,"内科, 循環器科",https://byoinnavi.jp/clinic/3696
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南一丁目3-6 CIビル2F,35.64574,139.708039,角谷眼科医院,眼科,https://byoinnavi.jp/clinic/3838
渋谷区,上原３丁目,-,東京都渋谷区上原3丁目1-3,35.667759,139.681596,星野皮膚科医院,皮膚科,https://byoinnavi.jp/clinic/9856
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目9-5,35.66038,139.704603,高橋歯科医院,歯科,https://byoinnavi.jp/clinic/12459
渋谷区,西原３丁目,-,東京都渋谷区西原3丁目20-7 3F,35.670445,139.681155,ホープクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/276705
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目19-6,35.659269,139.696034,暮しの健康管理協会,内科,https://byoinnavi.jp/clinic/170316
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目20-17 海南ビル3F,35.686688,139.69708,デンタルクリニック海南,歯科,https://byoinnavi.jp/clinic/5709
渋谷区,東１丁目,-,東京都渋谷区東一丁目32-12 渋谷プロパティ東急ビル1,35.654136,139.706034,山浦歯科医院,歯科,https://byoinnavi.jp/clinic/12448
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1丁目4-15 恵比寿銀座クロスビル4F,35.646126,139.708528,医療法人道心会 恵比寿形成外科・美容クリニック,"形成外科, 美容皮膚科",https://byoinnavi.jp/clinic/276277
渋谷区,東１丁目,-,東京都渋谷区東一丁目6-13 KYBビル1F,35.656317,139.709344,医療法人社団同心会 KYB渋谷クリニック,"内科, 婦人科, 消化器内科",https://byoinnavi.jp/clinic/3153
新宿区,西新宿６丁目,-,東京都新宿区西新宿六丁目20-12 第二山口ビル1F,35.693417,139.687281,西新宿十二社歯科,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/5613
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町109 ドマーニビル1階,35.707986,139.724769,あいあいこどもとおとな歯科,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/177885
渋谷区,宇田川町,-,東京都渋谷区宇田川町7-13 第二共同ビル7F,35.663457,139.69589,医療法人財団 放友クリニック,"内科, 呼吸器内科, 循環器内科, 消化器内科",https://byoinnavi.jp/clinic/9858
新宿区,市谷田町２丁目,-,東京都新宿区市谷田町2丁目29 こくほ21ビル1階,35.694868,139.73734,医療法人社団祥徳会 こくほ21デンタルクリニック,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/156136
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目20-5 新光第2ビル4F,35.693029,139.702752,リブラクリニック新宿院,"皮膚科, 泌尿器科",https://byoinnavi.jp/clinic/4065
新宿区,新宿２丁目,-,東京都新宿区新宿二丁目11-14,35.690149,139.707865,医療法人社団健真美 しらゆりビューティークリニック,形成外科,https://byoinnavi.jp/clinic/173263
新宿区,西落合１丁目,-,東京都新宿区西落合1丁目15-12,35.722008,139.681483,くろさか歯科クリニック西落合,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/4919
新宿区,大久保２丁目,-,東京都新宿区大久保2丁目6-18 アルカーデンシティリンクス1階,35.701125,139.707696,医療法人社団参仁会 佐藤歯科医院分室,歯科,https://byoinnavi.jp/clinic/5486
新宿区,市谷柳町,-,東京都新宿区市谷柳町25,35.698973,139.726719,医療法人社団鉄友会 柳町病院,"内科, 外科, 小児科, 整形外科, 皮膚科, リハビリテーション科",https://byoinnavi.jp/clinic/4045
新宿区,百人町１丁目,-,東京都新宿区百人町1丁目10-13 新大久保ビル2F,35.701142,139.70008,新宿歯科クリニック,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/5505
新宿区,揚場町,-,東京都新宿区揚場町2-24 小川ビル4階,35.702626,139.743506,北村歯科医院,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/4385
新宿区,西新宿１丁目,-,東京都新宿区西新宿1丁目4-10 ACN新宿ウエストビルディング4階,35.69304,139.697877,医療法人社団櫻海会 桜花クリニック,"形成外科, 皮膚科",https://byoinnavi.jp/clinic/175796
渋谷区,本町３丁目,-,東京都渋谷区本町3丁目10-3 清水橋矢部ビル,35.68874,139.682818,渡辺クリニック,内科,https://byoinnavi.jp/clinic/12409
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ケ谷2丁目7-8 TKハウス1階,35.665257,139.687599,近藤医院,"内科, 小児科, 皮膚科",https://byoinnavi.jp/clinic/5766
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目22-13 渋谷東口マイアミビル9階,35.658499,139.703184,医療法人社団大樹会 浜松町第一クリニック渋谷駅前院/渋谷駅前クリニック,泌尿器科,https://byoinnavi.jp/clinic/266576
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3丁目48-2 ピッコロビル101,35.644613,139.722555,整形外科ゆうクリニック,整形外科,https://byoinnavi.jp/clinic/272670
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目13-6 YU-WAビル3階,35.687274,139.696517,風間歯科医院,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/10043
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目5-5 デュラス青山1F,35.661119,139.706139,なかお眼科医院,眼科,https://byoinnavi.jp/clinic/3842
渋谷区,松涛１丁目,-,東京都渋谷区松濤1丁目8-16,35.660324,139.694573,医療法人社団静仁会 中島医院,"内科, 消化器科, 小児科",https://byoinnavi.jp/clinic/3811
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ケ谷1丁目31-6,35.67575,139.676066,小泉クリニック,"外科, 循環器内科, 血管外科",https://byoinnavi.jp/clinic/273695
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4丁目11-6 表参道千代田ビル地下2F,35.666632,139.71008,表参道白山クリニック,内科,https://byoinnavi.jp/clinic/273382
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1丁目22-23 ヴェラハイツ恵比寿101,35.646257,139.713364,医療法人社団潤心会 野地眼科クリニック,眼科,https://byoinnavi.jp/clinic/3084
渋谷区,本町１丁目,-,東京都渋谷区本町一丁目4-3 エバーグレイスホンマチ1F,35.681635,139.685087,小栗医院,皮膚科,https://byoinnavi.jp/clinic/5733
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目7-5 かどやビル4F,35.647745,139.709073,藤・ナチュレ美容クリニック,"形成外科, 美容外科",https://byoinnavi.jp/clinic/272140
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2丁目9-4 安島ビル2階,35.643976,139.709473,聖歯科医院,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/9700
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚一丁目48-14 ショッピングモール21 2階,35.67375,139.669047,医療法人社団万利愛会 ささづか加藤眼科,眼科,https://byoinnavi.jp/clinic/5808
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目5-1 羽田ビル5階,35.687146,139.697597,新宿井上矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/258863
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目16-14 渋谷地下鉄ビル1F,35.661452,139.702628,医療法人社団白翔会 渋谷メトロプラザ歯科,"歯科, 矯正歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/182572
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷一丁目24-15 FPG渋谷宮益ビル3階,35.659674,139.701912,医療法人社団裕久会 銀座デンタルホワイト渋谷院,歯科,https://byoinnavi.jp/clinic/263918
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷5丁目12-7,35.68315,139.705541,医療法人社団潮会 カトウデンタルクリニック,歯科,https://byoinnavi.jp/clinic/5647
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目12-4 西原ビル501,35.68676,139.697394,新宿大腸クリニック,"内科, 胃腸科",https://byoinnavi.jp/clinic/5743
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ケ谷2丁目5-3 ブランシェ富ケ谷1階,35.665343,139.686807,医療法人社団厚良会 たねいち歯科戸田クリニック,"歯科, 矯正歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/262021
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷3丁目13-15 1F,35.677842,139.705694,北参道歯科クリニック,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/264304
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西一丁目10-10 若葉西ビル3F,35.646551,139.707512,恵比寿歯科クリニック,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/264008
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目8-8 新栄宮益ビル3F,35.660185,139.705003,橋本クリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/180534
渋谷区,宇田川町,-,東京都渋谷区宇田川町16-8 渋谷センタービル4階,35.660855,139.698979,医療法人社団真友会 矢野矯正歯科クリニック,矯正歯科,https://byoinnavi.jp/clinic/9611
渋谷区,東１丁目,-,東京都渋谷区東1丁目26-32 オムニービル3F,35.655761,139.707189,並木橋クリニック,内科,https://byoinnavi.jp/clinic/12430
渋谷区,元代々木町,-,東京都渋谷区元代々木町6-1 スズキビル101号室,35.670089,139.686549,さかいメディカルクリニック,"内科, 腫瘍内科, 消化器内科",https://byoinnavi.jp/clinic/276085
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1丁目5-4 照力ビル4階,35.657927,139.699465,医療法人社団玄英会 渋谷ウエストクリニック,"皮膚科, 泌尿器科",https://byoinnavi.jp/clinic/276276
渋谷区,本町２丁目,-,東京都渋谷区本町2丁目2-7 レジデンス初台101号,35.684274,139.684618,医療法人社団聖恒会 渋谷ほんまち歯科クリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/5605
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目18-2 グランドマンション原宿201,35.664657,139.703009,石橋歯科おとな&こどもクリニック,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/4155
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目10-3 トラストリンク恵比寿ビル7F,35.64697,139.707745,COLORS Medical Beauty Clinic,美容皮膚科,https://byoinnavi.jp/clinic/274207
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3丁目39-5 青山ウエスト,35.671409,139.713182,医療法人社団東邦竹水会 青山ウエスト歯科,歯科,https://byoinnavi.jp/clinic/4172
渋谷区,西原３丁目,-,東京都渋谷区西原3丁目1-4 市川ビル1階,35.670248,139.682324,アイズクリニック代々木西原,眼科,https://byoinnavi.jp/clinic/254121
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目21-6 龍生堂ビル5F,35.693087,139.702344,新宿東口スキンクリニック,"形成外科, 美容外科, 美容皮膚科",https://byoinnavi.jp/clinic/4202
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目43-7 光ビル3階,35.682391,139.699367,土田歯科クリニック,歯科,https://byoinnavi.jp/clinic/12415
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目29-3 原宿KYビル10階,35.667765,139.704583,メディカルクリニック原宿,"内科, 皮膚科",https://byoinnavi.jp/clinic/271741
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目5-3 イマス葵ビル2階,35.687285,139.697628,医療法人社団鉄結会 アイシークリニック新宿院,形成外科,https://byoinnavi.jp/clinic/267601
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ケ谷一丁目48-6 代々木公園ハイツ1階,35.668081,139.68926,内科小児科 白滝医院,"内科, 小児科",https://byoinnavi.jp/clinic/5778
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目6-12 ニュー三水ビル5F,35.657561,139.705473,医療法人社団鉄結会 アイシークリニック渋谷院,形成外科,https://byoinnavi.jp/clinic/270852
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3丁目48-2 ピッコロビル301,35.644613,139.722555,永合歯科医院,"歯科, 小児歯科",https://byoinnavi.jp/clinic/3911
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目8-7 見須ビル7F,35.647354,139.708595,山手歯科,歯科,https://byoinnavi.jp/clinic/9680
新宿区,新宿５丁目,-,東京都新宿区新宿5丁目10-12,35.69316,139.708176,医療法人社団和光会 藤村内科外科クリニック,"内科, 呼吸器科, 消化器科, 循環器科",https://byoinnavi.jp/clinic/3481
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1丁目6-1 シロービル9F,35.693587,139.702785,医療法人社団上伸会 東京上野クリニック新宿医院,泌尿器科,https://byoinnavi.jp/clinic/4174
新宿区,中落合２丁目,-,東京都新宿区中落合2丁目20-6,35.720181,139.691188,小西歯科医院,歯科,https://byoinnavi.jp/clinic/5147
渋谷区,桜丘町,-,東京都渋谷区桜丘町23-21 渋谷区総合センター大和田1階,35.655514,139.699962,一般社団法人渋谷区医師会 渋谷区医師会区民健康センター桜丘診療所(休日・夜間診療所),"内科, 小児科",https://byoinnavi.jp/clinic/3813
新宿区,四谷４丁目,-,東京都新宿区四谷4丁目7 白川ビル2F,35.687305,139.716426,四谷メディカルクリニック,内科,https://byoinnavi.jp/clinic/119639
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目19-7 協和ビル2F,35.649043,139.720127,よこたデンタルオフィス,歯科,https://byoinnavi.jp/clinic/270627
新宿区,西新宿７丁目,-,東京都新宿区西新宿七丁目9-7 丸山ビル5F,35.694973,139.698061,医療法人社団玄英会 新宿ウエストクリニック,"内科, 皮膚科",https://byoinnavi.jp/clinic/72158
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2丁目46-5 KM新宿ビル8階,35.697564,139.700588,医療法人社団桜花会 KM新宿クリニック,"美容外科, 皮膚科",https://byoinnavi.jp/clinic/5541
新宿区,水道町,-,東京都新宿区水道町4-29 イシカワレジデンス2F,35.707723,139.736846,イシカワデンタルクリニック,歯科,https://byoinnavi.jp/clinic/4332
新宿区,四谷１丁目,-,東京都新宿区四谷一丁目3 マンダリンビル6F,35.686353,139.729097,医療法人社団吉医会 四谷ローズクリニック,美容外科,https://byoinnavi.jp/clinic/173238
新宿区,西新宿２丁目,-,東京都新宿区西新宿2丁目6-1 新宿住友ビル3階,35.69142,139.692595,新宿住友クリニックセンター,内科,https://byoinnavi.jp/clinic/169926
新宿区,新宿５丁目,-,東京都新宿区新宿五丁目18-16 新宿伊藤ビル2階,35.694434,139.70651,青木歯科医院,歯科,https://byoinnavi.jp/clinic/6083
