指標名,コワーキング施設,,,,,,
出典,コワーキングスペース検索,,,,,,
年次,2022/1/6取得,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,
備考,2020：346件、2021：369件,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
品川区,北品川５丁目,-,東京都品川区北品川5-5-15　大崎ブライトコア4階,35.622175,139.730955,品川区立品川産業支援交流施設　ＳＨＩＰ,https://coworking-search.jp/space/2130/
品川区,東五反田１丁目,-,東京都品川区東五反田1-13-12いちご五反田ビル10F,35.626698,139.724609,Coin Space by Centro,https://coworking-search.jp/space/1879/
品川区,大崎２丁目,-,東京都品川区大崎2-7-11 小澤ビル1F,35.616544,139.726266,大崎ブックカフェ,https://coworking-search.jp/space/2452/
港区,白金台３丁目,-,東京都港区白金台3-18-1 3F,35.635128,139.720721,クリエイターズパイプライン,https://coworking-search.jp/space/1566/
品川区,東五反田２丁目,-,東京都品川区東五反田2-8-5　KNビル 5F,35.624752,139.725348,コワーキングスペース Pao,https://coworking-search.jp/space/972/
品川区,東五反田２丁目,-,東京都品川区東五反田2-3-5　五反田中央ビル8階,35.625497,139.726445,DoorS AIR 五反田店,https://coworking-search.jp/space/2436/
品川区,大崎２丁目,-,東京都品川区大崎2-9-3　大崎ウエストシティビル2階,35.617238,139.727323,ロッカールーム大崎,https://coworking-search.jp/space/510/
品川区,東五反田５丁目,-,東京都品川区東五反田5-25-18　ENZO五反田ビル 7F,35.627617,139.724541,THE HUB SOLO 五反田,https://coworking-search.jp/space/2405/
品川区,西五反田８丁目,-,東京都品川区西五反田8-2-12 アール五反田7A,35.622927,139.720798,Office Plata 五反田,https://coworking-search.jp/space/2031/
品川区,西五反田２丁目,-,東京都品川区西五反田2-14-13　NICハイム五反田2階,35.626441,139.719721,BIZcomfort 五反田,https://coworking-search.jp/space/1912/
品川区,大崎４丁目,-,東京都品川区大崎4-1-7,35.622176,139.722705,VACANCY OFFICE GOTANDA,https://coworking-search.jp/space/1263/
品川区,東五反田２丁目,-,東京都品川区東五反田2-3-5 五反田中央ビル7F,35.625497,139.726445,KEY STATION OFFICE 五反田,https://coworking-search.jp/space/1976/
品川区,東品川１丁目,-,東京都品川区東品川1-3-15　TENNOZ Rim 2階,35.622269,139.746032,The ParkRex TENNOZ [the DOCK],https://coworking-search.jp/space/2419/
品川区,小山４丁目,-,東京都品川区小山4-4-7 コスモ武蔵小山ビル8F,35.618538,139.704320,nagaya 8f,https://coworking-search.jp/space/1524/
品川区,東五反田１丁目,-,東京都品川区東五反田1-22-6　五反田さくらビル3F,35.625835,139.727062,コワーキングスペース『BasisPoint 五反田』,https://coworking-search.jp/space/1419/
品川区,西五反田１丁目,-,東京都品川区西五反田1-3-8　五反田PLACE 9F,35.625514,139.722375,NewWork 五反田,https://coworking-search.jp/space/2150/
品川区,上大崎３丁目,-,東京都品川区上大崎 3-1-1　目黒セントラルスクエア 17F（アマゾン新目黒オフィス）,35.633345,139.716589,AWS Loft Tokyo,https://coworking-search.jp/space/1847/
品川区,旗の台５丁目,-,東京都品川区旗の台5-3-6 リブ・イン102,35.604823,139.700810,サードプレイス旗の台,https://coworking-search.jp/space/1621/
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37,35.628341,139.721771,オフィスサークルN五反田,https://coworking-search.jp/space/786/
品川区,小山４丁目,-,東京都品川区小山4-7-15　石神ビル2F,35.617780,139.704041,STUDIO4,https://coworking-search.jp/space/1774/
品川区,南品川２丁目,-,東京都品川区南品川2-2-5　リードシー南品川ビル2F,35.611965,139.742094,BIZcomfort 品川大井町,https://coworking-search.jp/space/1917/
品川区,西品川１丁目,-,東京都品川区西品川一丁目1-1 住友不動産大崎ガーデンタワー 9階,35.614938,139.731068,TUNNEL TOKYO,https://coworking-search.jp/space/1849/
品川区,西五反田１丁目,-,東京都品川区西五反田1-13-7 マルキビル503,35.623994,139.724131,コワーキングスペース「CONTENTZ」五反田,https://coworking-search.jp/space/545/
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-13-12　HYPERMIX B1,35.673400,139.795152,HYPERMIX「COFFICE 門前仲町」,https://coworking-search.jp/space/1983/
江東区,亀戸５丁目,-,東京都江東区亀戸5-6-21 UIW9BLDG 2F,35.698315,139.827656,BIZcomfort 亀戸,https://coworking-search.jp/space/1888/
江東区,亀戸１丁目,-,東京都江東区亀戸1-7-3 パークノヴァ亀戸 201号室,35.696001,139.821101,ソフトオフィス錦糸町,https://coworking-search.jp/space/403/
江東区,三好１丁目,-,東京都江東区三好1-8-3　越前屋ビル2F,35.680369,139.799217,NAGAYA 清澄白河駅前,https://coworking-search.jp/space/2444/
江東区,富岡２丁目,-,東京都江東区富岡2-11-18　リードシー門前仲町 4階,35.669974,139.801439,BIZcomfort 門前仲町,https://coworking-search.jp/space/1905/
江東区,東陽３丁目,-,東京都江東区東陽3-27-17　長谷川ビル5階,35.670691,139.816145,room EXPLACE 東陽町,https://coworking-search.jp/space/1954/
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-9-13 ウィズビル1階,35.673400,139.793907,room EXPLACE 門前仲町,https://coworking-search.jp/space/1953/
江東区,大島５丁目,-,東京都江東区大島5丁目12-3,35.688517,139.834193,ivyCafe  NEIGHBOR&WORK 大島,https://coworking-search.jp/space/2252/
江東区,亀戸７丁目,-,東京都江東区亀戸7ｰ44ｰ2,35.696072,139.834306,BIZcomfort 亀戸南,https://coworking-search.jp/space/2065/
江東区,青海２丁目,-,東京都江東区青海二丁目5番10号　テレコムセンタービル東棟14階,35.617089,139.780065,モノづくりコワーキングスペースMONO,https://coworking-search.jp/space/1070/
江東区,有明３丁目,-,東京都江東区有明3-7-11　有明パークビル 20F,35.632682,139.793047,THE HUB 東京ベイ有明ワシントン,https://coworking-search.jp/space/2126/
江東区,三好２丁目,-,東京都江東区三好2-6-10 The Fleming House 2F,35.679489,139.803409,NAGAYA 清澄白河,https://coworking-search.jp/space/2446/
江東区,青海２丁目,-,東京都江東区青海2丁目7-4,35.618684,139.773695,the SOHO,https://coworking-search.jp/space/498/
